ID,,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
001103-00-0127, C09,C03,C01,C04,,,,,
001103-00-0132, C09,C01,,,,,,,
001103-00-0135, C09,C05,C04,C08,C07,C02,,,
001103-00-0150, C09,C01,C02,C08,,,,,
001103-00-0158, C09,C07,C08,C03,C06,C04,C02,C01,C05
001103-00-0163, C09,C08,C07,C04,C02,C01,C03,C05,C06
001103-00-0168, C09,C08,C05,C01,C02,,,,
001103-00-0189, C09,C07,C06,C03,,,,,
001103-00-0207, C09,,,,,,,,
001103-00-0228, C09,C01,,,,,,,
001103-00-0242, C09,,,,,,,,
001103-00-0294, C09,,,,,,,,
001103-00-0298, C09,C08,C01,C05,C04,C03,C02,,
001103-00-0351, C09,C02,C04,,,,,,
001103-00-0397, C09,C01,C08,,,,,,
001103-00-0399, C09,,,,,,,,
001103-00-0414, C09,C05,C08,,,,,,
001103-00-0433, C09,C05,C08,C06,C04,,,,
001103-00-0460, C09,C01,C04,C03,,,,,
001103-00-0466, C09,C07,C08,C03,C01,C06,,,
001103-00-0473, C09,C01,C02,,,,,,
001103-00-0491, C09,,,,,,,,
001103-00-0503, C09,C05,C03,C07,C04,C08,C01,C02,C06
001103-00-0504, C09,C05,C03,C07,C04,C08,C02,C06,
001103-00-0525, C09,C08,C04,,,,,,
001103-00-0589, C09,C07,C06,C03,,,,,
001103-00-0597, C09,C05,C04,C08,C03,,,,
001103-00-0612, C09,C08,C03,C04,,,,,
001103-00-0617, C09,C05,C08,C02,C04,C01,C03,C07,
001103-00-0618, C09,C01,,,,,,,
001103-00-0623, C09,C08,C05,C04,,,,,
001103-00-0629, C09,C03,C08,C04,C05,C01,,,
001103-00-0692, C09,C04,C03,C01,C08,,,,
001103-00-0697, C09,C04,C08,C05,C01,,,,
001103-00-0706, C09,C08,C04,C05,C02,C01,C03,C07,C06
001103-00-0722, C09,C01,C08,C05,C04,C07,,,
001103-00-0736, C09,C07,C05,C04,C02,,,,
001103-00-0762, C09,,,,,,,,
001103-00-0768, C09,C03,C08,C02,C06,C07,C05,C01,C04
001103-00-0781, C09,,,,,,,,
001103-00-0786, C09,C03,C06,C07,,,,,
001103-00-0798, C09,C04,C06,C03,C01,,,,
001103-00-0800, C09,C08,C05,C07,C06,C04,C03,C02,C01
001103-00-0805, C09,C05,C08,,,,,,
001103-00-0884, C09,C05,C04,,,,,,
001103-00-0887, C09,,,,,,,,
001103-00-0898, C09,C02,C08,C06,C04,C05,,,
001103-00-0914, C09,C01,C03,C08,C06,C02,C04,C05,
001103-00-0921, C09,C08,C04,,,,,,
001103-00-0944, C09,C04,C03,,,,,,
001103-00-0965, C09,C08,C05,C04,C07,C02,,,
001103-00-0982, C09,C01,,,,,,,
001103-00-0990, C09,C05,C08,,,,,,
001103-00-0995, C09,C07,C04,C03,,,,,
001103-00-1012, C09,C08,C05,,,,,,
001103-00-1024, C09,C08,C05,C04,,,,,
001103-00-1032, C09,C05,,,,,,,
001103-00-1047, C09,C08,C01,C07,C05,C06,C04,C03,C02
001103-00-1049, C09,C08,C04,C05,C01,C02,C06,C03,C07
001103-00-1055, C09,,,,,,,,
001103-00-1058, C09,C05,C08,,,,,,
001103-00-1070, C09,C04,C03,,,,,,
001103-00-1073, C09,,,,,,,,
001103-00-1076, C09,C05,C03,C04,,,,,
001103-00-1128, C09,C04,C05,C08,,,,,
001103-00-1132, C09,C08,C05,C02,C01,,,,
001103-00-1138, C09,C05,C08,,,,,,
001103-00-1152, C09,C03,C06,C07,C08,C01,C02,C04,C05
001103-00-1155, C09,C08,C04,C05,C07,C01,C02,C03,C06
001103-00-1164, C09,C08,,,,,,,
001103-00-1186, C09,C08,C06,C04,C05,C07,C02,C01,C03
001103-00-1199, C09,C08,,,,,,,
001103-00-1221, C09,C01,C02,C07,C08,C03,C04,C05,C06
001103-00-1234, C09,C08,,,,,,,
001103-00-1240, C09,C05,,,,,,,
001103-00-1242, C09,C08,C07,C02,C05,C04,C03,C06,C01
001103-00-1263, C09,C07,C01,C08,C02,C05,C03,C06,C04
001103-00-1277, C09,C05,C04,,,,,,
001103-00-1279, C09,C05,C04,,,,,,
001103-00-1329, C09,C01,C04,C05,C08,C07,C03,C02,C06
001103-00-1335, C09,C05,C08,,,,,,
001103-00-1337, C09,C06,C05,C04,C03,,,,
001103-00-1344, C09,C08,,,,,,,
001103-00-1357, C09,C03,C08,C04,,,,,
001103-00-1361, C09,C07,C06,C03,C08,C01,C05,C04,C02
001103-00-1364, C09,C08,C05,C02,C03,C04,C06,C07,
001103-00-1405, C09,,,,,,,,
001103-00-0271, C09,WI01,,,,,,,
001103-00-0299, C09,,,,,,,,
000603-00-0011, C09,C04,C05,,,,,,
000603-00-0028, C09,C05,C08,C02,,,,,
000603-00-0038, C09,C03,C04,,,,,,
000603-00-0042, C09,,,,,,,,
000603-00-0071, C09,C04,,,,,,,
000603-00-0072, C09,C04,C03,C08,C05,,,,
000603-00-0095, C09,C08,C05,C04,,,,,
000603-00-0104, C09,C03,C06,C07,C05,C04,C02,C01,C08
000603-00-0116, C09,,,,,,,,
000603-00-0122, C09,,,,,,,,
000603-00-0129, C09,C04,,,,,,,
000603-00-0136, C09,C04,C03,C05,,,,,
000603-00-0144, C09,C04,C05,,,,,,
000603-00-0152, C09,C08,C04,C05,C03,,,,
000603-00-0160, C09,C08,C03,C04,C05,,,,
000603-00-0162, C09,C08,C04,,,,,,
000603-00-0167, C09,C03,C05,C08,C07,C06,C04,C02,C01
000603-00-0190, C09,C05,C04,C03,C08,,,,
000603-00-0214, C09,C08,C05,C04,C02,C01,C07,C06,C03
000603-00-0240, C09,C08,C06,C05,C04,C03,C02,C01,C07
000603-00-0241, C09,C04,C08,,,,,,
000603-00-0256, C09,C04,C08,,,,,,
000603-00-0291, C09,C08,C04,,,,,,
000603-00-0300, C09,C08,C04,C03,C05,C07,C06,,
000603-00-0309, C09,C02,C04,C03,C01,C05,C08,C07,
000603-00-0318, C09,C08,C05,C07,,,,,
000603-00-0325, C09,C08,C04,C07,C03,C02,C01,,
000603-00-0335, C09,C08,C01,C03,C05,,,,
000603-00-0339, C09,C03,,,,,,,
000603-00-0349, C09,C08,C03,C04,C05,,,,
000603-00-0350, C09,C04,C05,C03,,,,,
000603-00-0352, C09,,,,,,,,
000603-00-0353, C09,C07,C04,,,,,,
000603-00-0355, C09,C04,,,,,,,
000603-00-0382, C09,C04,C05,,,,,,
000603-00-0414, C09,C08,C03,C06,C02,C05,C04,C01,C07
000603-00-0436, C09,C08,C01,C02,C03,C04,C06,C05,C07
000603-00-0453, C09,C03,C01,C04,C08,C05,C02,C07,
000603-00-0458, C09,,,,,,,,
000603-00-0471, C09,C04,C05,C01,C02,C08,,,
000603-00-0472, C09,C04,,,,,,,
000603-00-0474, C09,,,,,,,,
000603-00-0488, C09,C01,C07,,,,,,
000603-00-0494, C09,C08,C01,C07,,,,,
000603-00-0543, C09,C07,C04,C05,C03,,,,
000603-00-0544, C09,C04,C05,C03,C08,,,,
000603-00-0550, C09,C05,C02,C04,C08,C03,,,
000603-00-0561, C09,,,,,,,,
000603-00-0589, C09,C03,C08,C05,C04,,,,
000603-00-0606, C09,C05,C08,C04,C02,C01,,,
000603-00-0621, C09,C08,C04,C05,,,,,
000603-00-0690, C09,C05,C02,C01,,,,,
000603-00-0703, C09,,,,,,,,
000603-00-0735, C09,C03,C01,C04,C02,C08,,,
000603-00-0755, C09,C04,C08,,,,,,
000603-00-0756, C09,C04,C05,C08,,,,,
000603-00-0760, C09,C05,C04,C03,,,,,
000603-00-0767, C09,C04,C08,C01,C05,,,,
000603-00-0783, C09,C05,C08,,,,,,
000603-00-0786, C09,C08,C05,,,,,,
000603-00-0789, C09,C08,C05,C07,C06,C04,C03,C02,C01
000603-00-0795, C09,C05,C08,C02,C01,C04,,,
000603-00-0804, C09,C07,C05,C03,C02,,,,
000603-00-0806, C09,C05,C03,C08,,,,,
000603-00-0841, C09,C08,C01,C02,C04,C05,,,
000603-00-0857, C09,C07,C05,C08,,,,,
000603-00-0879, C09,C05,C08,,,,,,
000603-00-0890, C09,C02,C05,C04,,,,,
000603-00-0903, C09,C04,C05,C03,,,,,
000603-00-0906, C09,,,,,,,,
000603-00-0928, C09,C04,C08,C03,C05,,,,
000603-00-0934, C09,C04,C02,C07,C08,C05,,,
000603-00-0123, C09,C08,,,,,,,
000803-00-0001, C09,C08,,,,,,,
000803-00-0011, C09,C07,C06,,,,,,
000803-00-0014, C09,C02,C05,C04,C01,C03,C06,C07,C08
000803-00-0018, C09,C08,C05,,,,,,
000803-00-0025, C09,C03,C04,C07,C08,C02,,,
000803-00-0033, C09,C08,C05,C07,C03,,,,
000803-00-0044, C09,C05,C01,C02,C06,,,,
000803-00-0050, C09,C08,C04,C06,C07,C03,,,
000803-00-0055, C09,C05,C08,C04,C07,C06,C03,C02,
000803-00-0056, C09,C05,C02,C08,C06,C01,C04,C03,C07
000803-00-0069, C09,C04,,,,,,,
000803-00-0081, C09,C03,C06,,,,,,
000803-00-0095, C09,C08,C04,C05,,,,,
000803-00-0105, C09,C08,C05,C04,C02,C01,C06,C07,
001002-00-0019, C09,C08,C05,C01,,,,,
001002-00-0027, C09,C05,C04,C03,,,,,
001002-00-0029, C09,,,,,,,,
001002-00-0032, C09,C05,,,,,,,
001002-00-0035, C09,C07,C04,C08,C05,C01,C02,,
001002-00-0057, C09,C08,C07,,,,,,
001002-00-0067, C09,C07,C08,C03,,,,,
001002-00-0073, C09,C08,C05,,,,,,
001002-00-0079, C09,C08,C05,,,,,,
001002-00-0091, C09,C07,C04,,,,,,
001002-00-0100, C09,C07,C05,C08,,,,,
001002-00-0108, C09,C07,C05,C08,,,,,
001002-00-0122, C09,C04,C07,C05,C03,C01,,,
001002-00-0139, C09,C05,C03,C04,,,,,
001002-00-0144, C09,C08,,,,,,,
001002-00-0159, C09,C08,C04,C05,,,,,
001002-00-0168, C09,,,,,,,,
001002-00-0172, C09,C08,C01,C04,C05,C03,C02,C07,
001002-00-0175, C09,C07,C06,C03,,,,,
001002-00-0188, C09,,,,,,,,
001002-00-0202, C09,C08,C04,C05,C07,,,,
001002-00-0203, C09,C05,C06,C07,C08,C01,C02,C03,C04
001002-00-0229, C09,C03,C04,,,,,,
001002-00-0251, C09,C08,C04,C05,,,,,
001002-00-0252, C09,C07,C01,,,,,,
001002-00-0259, C09,C04,,,,,,,
001002-00-0264, C09,C07,C04,C08,,,,,
001002-00-0268, C09,C04,C08,C05,C07,,,,
001002-00-0279, C09,C04,C05,C08,,,,,
001002-00-0288, C09,C08,,,,,,,
001002-00-0318, C09,C07,C06,C03,,,,,
001002-00-0321, C09,C07,C05,C01,,,,,
001002-00-0322, C09,C08,C04,C05,C03,,,,
001002-00-0353, C09,C07,C03,C08,C01,,,,
001002-00-0379, C09,C01,C04,,,,,,
001002-00-0408, C09,C07,C08,,,,,,
001002-00-0426, C09,C04,,,,,,,
001002-00-0428, C09,C07,C08,C03,,,,,
001002-00-0436, C09,C08,C03,C05,,,,,
001002-00-0452, C09,C07,C04,C05,C03,C01,,,
001002-00-0453, C09,C02,C08,C01,C06,C03,C04,C05,
001002-00-0457, C09,C04,,,,,,,
001002-00-0467, C09,C08,C04,C05,C03,C07,C01,C02,
001002-00-0476, C09,C04,C03,C08,C05,,,,
001002-00-0482, C09,C07,C04,C08,C03,,,,
001002-00-0492, C09,C03,C08,C02,C04,C05,C01,C06,C07
001002-00-0498, C09,,,,,,,,
001002-00-0499, C09,C05,C08,,,,,,
001002-00-0535, C09,C08,C05,C04,,,,,
001002-00-0536, C09,C08,C03,C05,,,,,
001002-00-0579, C09,C05,C03,C04,C01,C02,,,
001002-00-0625, C09,C05,C08,C07,C06,C04,C03,C02,C01
001002-00-0637, C09,C08,C01,C02,C04,C05,,,
001002-00-0640, C09,,,,,,,,
001002-00-0643, C09,,,,,,,,
001002-00-0667, C09,C07,C08,C02,C04,,,,
001002-00-0685, C09,C05,C02,C04,C08,C07,,,
001002-00-0737, C09,C05,C08,,,,,,
001002-00-0738, C09,C05,C08,C07,C01,C02,C03,C04,
001002-00-0745, C09,C05,,,,,,,
001002-00-0766, C09,,,,,,,,
001002-00-0776, C09,C05,C04,C08,C03,,,,
001002-00-0787, C09,C07,C08,C03,,,,,
001002-00-0793, C09,C08,C04,,,,,,
001002-00-0799, C09,C05,C03,C08,C04,,,,
001002-00-0801, C09,C03,C05,C08,C04,,,,
001002-00-0811, C09,C03,C07,C04,C08,,,,
001002-00-0822, C09,C05,C04,,,,,,
001002-00-0869, C09,C03,C08,C04,,,,,
001002-00-0872, C09,C03,C08,C07,,,,,
001002-00-0884, C09,C08,C04,,,,,,
001002-00-0888, C09,C03,C08,C04,,,,,
001002-00-0908, C09,C07,C02,C06,C08,,,,
001002-00-0923, C09,C07,,,,,,,
001002-00-0927, C09,C02,C05,C04,C01,,,,
001002-00-0944, C09,C05,C06,,,,,,
001002-00-0975, C09,C04,C08,,,,,,
001002-00-0995, C09,C05,C08,C01,C04,C02,C06,C07,C03
001002-00-1012, C09,C08,C01,C04,C05,C03,C02,C07,
001002-00-1042, C09,C02,C04,C03,C07,,,,
001002-00-1051, C09,C07,C05,,,,,,
001002-00-1055, C09,C08,C04,,,,,,
001002-00-1057, C09,,,,,,,,
001002-00-1058, C09,C04,C05,,,,,,
001002-00-1076, C09,,,,,,,,
001002-00-1079, C09,,,,,,,,
001002-00-1087, C09,C01,C02,C04,C05,C08,C03,C06,C07
001002-00-1090, C09,C08,C07,C01,C04,,,,
001002-00-1091, C09,C03,C05,C08,C04,,,,
001002-00-1093, C09,C08,C05,C04,C02,C01,,,
001002-00-1097, C09,,,,,,,,
001002-00-1107, C09,,,,,,,,
001002-00-1110, C09,C08,C01,,,,,,
001002-00-1113, C09,C04,C05,C08,C03,,,,
001002-00-1115, C09,C02,C08,C04,,,,,
001002-00-1118, C09,C08,C03,,,,,,
001002-00-1131, C09,C08,C05,,,,,,
001002-00-1146, C09,C07,C04,,,,,,
001002-00-1159, C09,C08,C04,C03,,,,,
001002-00-0262, C09,C06,C02,C01,C05,C04,C08,C03,C07
000301-00-0048, C09,C04,C05,C08,C02,,,,
000301-00-0080, C09,C03,C06,C02,C07,C08,C04,C05,C01
000301-00-0092, C09,C04,C08,C05,C07,,,,
000301-00-0143, C09,,,,,,,,
000301-00-0198, C09,C04,,,,,,,
000301-00-0284, C09,,,,,,,,
000301-00-0306, C09,C05,C08,,,,,,
000301-00-0310, C09,C08,C05,,,,,,
000301-00-0314, C09,C05,C03,C08,C02,C04,,,
000301-00-0345, C09,C05,C02,,,,,,
000301-00-0430, C09,C03,C07,,,,,,
000301-00-0504, C09,C05,C02,,,,,,
000301-00-0524, C09,C03,C05,C08,C04,,,,
000301-00-0590, C09,C04,C05,C03,,,,,
000301-00-0636, C09,C03,C07,,,,,,
000301-00-0648, C09,C02,C08,C05,,,,,
000301-00-0679, C09,,,,,,,,
000301-00-0688, C09,C02,C08,C04,,,,,
000301-00-0692, C09,C05,C08,C04,C02,C01,,,
000301-00-0708, C09,C08,C05,,,,,,
000301-00-0739, C09,C04,C02,,,,,,
000301-00-0742, C09,C01,C04,,,,,,
000301-00-0813, C09,C08,C05,C04,,,,,
000301-00-0826, C09,C04,C05,C03,,,,,
000301-00-0072, C09,C08,C04,C05,WI01,,,,
000701-00-0018, C09,,,,,,,,
000701-00-0020, C09,C08,C05,,,,,,
000701-00-0023, C09,,,,,,,,
000701-00-0063, C09,C07,C04,C05,,,,,
000701-00-0074, C09,,,,,,,,
000701-00-0075, C09,C05,,,,,,,
000701-00-0098, C09,C04,C08,,,,,,
000701-00-0101, C09,C05,C08,C04,C07,,,,
000701-00-0147, C09,C08,C07,,,,,,
000701-00-0150, C09,C08,C03,C04,C05,,,,
000701-00-0207, C09,C08,C05,C03,C06,C07,C01,C02,C04
000701-00-0209, C09,C08,C05,C04,C02,,,,
000701-00-0217, C09,C08,,,,,,,
000701-00-0238, C09,C05,C08,,,,,,
000701-00-0246, C09,C03,C08,C04,C01,,,,
000701-00-0261, C09,C05,C08,C04,C07,,,,
000701-00-0263, C09,C05,C08,C03,C04,,,,
000701-00-0291, C09,C03,C05,C04,C08,,,,
000701-00-0307, C09,C08,C05,C04,,,,,
000701-00-0319, C09,C03,C04,C08,C05,C07,C06,C02,C01
000701-00-0340, C09,C08,C05,C03,C04,C01,,,
000701-00-0348, C09,C03,C08,C04,C01,C05,,,
000701-00-0349, C09,C03,C05,,,,,,
000701-00-0351, C09,C08,C04,,,,,,
000701-00-0358, C09,C05,,,,,,,
000701-00-0371, C09,C04,C08,C02,,,,,
000701-00-0375, C09,,,,,,,,
000701-00-0376, C09,C05,C01,C04,,,,,
000701-00-0386, C09,C03,C04,C07,C08,,,,
000701-00-0392, C09,C08,C02,C01,C03,C05,C07,C06,
000701-00-0396, C09,C05,C08,C04,,,,,
000701-00-0398, C09,,,,,,,,
000701-00-0410, C09,C08,C07,C04,,,,,
000701-00-0413, C09,C05,C04,C08,,,,,
000701-00-0414, C09,,,,,,,,
000701-00-0421, C09,C08,C05,,,,,,
000701-00-0422, C09,,,,,,,,
000701-00-0433, C09,C02,C03,C06,C07,,,,
000701-00-0437, C09,,,,,,,,
000701-00-0450, C09,C01,C02,C03,C04,C05,C06,C07,C08
000701-00-0464, C09,C04,C08,C05,C06,,,,
000701-00-0480, C09,C04,C08,,,,,,
000701-00-0485, C09,C08,C05,,,,,,
000701-00-0491, C09,C08,C04,C05,C02,C01,,,
000701-00-0493, C09,C05,C08,,,,,,
000701-00-0522, C09,C01,C02,C08,C04,,,,
000701-00-0528, C09,C08,,,,,,,
000701-00-0534, C09,C08,C05,C01,C04,C02,C07,C03,C06
000701-00-0569, C09,C01,C02,C03,C05,C08,C04,C06,C07
000701-00-0576, C09,C04,C05,C08,C02,C01,,,
000701-00-0580, C09,,,,,,,,
000701-00-0588, C09,C03,C08,C04,C01,C05,,,
000701-00-0623, C09,C08,C05,,,,,,
000701-00-0624, C09,C03,C06,C07,,,,,
000701-00-0628, C09,C08,C04,,,,,,
000701-00-0634, C09,C04,C08,,,,,,
000701-00-0638, C09,,,,,,,,
000701-00-0653, C09,C04,C05,C08,C01,C03,C07,C02,C06
000701-00-0655, C09,C05,C07,C08,C04,C02,C01,C06,C03
000701-00-0672, C09,C06,C03,C07,C05,C04,C02,C01,C08
000701-00-0677, C09,C04,C05,C08,C02,,,,
000701-00-0684, C09,C05,C04,C08,,,,,
000701-00-0696, C09,C04,C08,,,,,,
000701-00-0713, C09,C03,C05,C04,C08,,,,
000701-00-0714, C09,C08,,,,,,,
000701-00-0722, C09,C04,C08,C03,C07,,,,
000701-00-0733, C09,C07,C05,C06,,,,,
000701-00-0740, C09,C03,C02,C07,,,,,
000701-00-0741, C09,C08,C05,C07,,,,,
000701-00-0746, C09,C08,,,,,,,
000701-00-0776, C09,C04,C05,C07,C08,,,,
000701-00-0778, C09,C03,C08,C02,C05,C01,C04,,
000701-00-0791, C09,C04,C08,,,,,,
000701-00-0815, C09,C04,C07,C08,,,,,
000701-00-0826, C09,C08,,,,,,,
000701-00-0179, C09,WI01,C06,,,,,,
000102-00-0062, C09,C04,C02,C08,C03,C01,,,
000102-00-0065, C09,C02,C01,,,,,,
000102-00-0074, C09,C08,C02,C07,C05,,,,
000102-00-0079, C09,C02,C08,C04,C05,,,,
000102-00-0095, C09,C03,C08,C05,,,,,
000102-00-0148, C09,C05,C02,C01,,,,,
000102-00-0151, C09,C02,C07,C08,C05,C04,C06,C01,C03
000102-00-0161, C09,C08,C02,,,,,,
000102-00-0253, C09,,,,,,,,
000102-00-0262, C09,,,,,,,,
000102-00-0274, C09,C05,C08,,,,,,
000102-00-0358, C09,C04,C08,C03,C05,,,,
000102-00-0386, C09,C03,C04,C01,,,,,
000102-00-0464, C09,C01,C02,C03,C06,C07,C08,C04,C05
000102-00-0519, C09,C02,,,,,,,
000102-00-0552, C09,C02,C05,C06,C07,C03,C04,C01,C08
000102-00-0556, C09,C02,,,,,,,
000102-00-0580, C09,,,,,,,,
000102-00-0590, C09,C02,C01,,,,,,
000102-00-0594, C09,C08,C06,C01,C07,C04,C05,C03,C02
000102-00-0685, C09,C08,C01,C03,C04,C05,C06,C07,C02
000102-00-0692, C09,C03,C05,C06,,,,,
000102-00-0834, C09,C02,,,,,,,
000102-00-0872, C09,C01,,,,,,,
000102-00-0880, C09,C02,C01,,,,,,
000102-00-0898, C09,C04,,,,,,,
000102-00-0902, C09,C08,C05,C03,,,,,
000102-00-0905, C09,C07,C06,C03,,,,,
000102-00-0940, C09,C02,C05,C01,C03,C08,C07,C06,C04
000102-00-0965, C09,C01,C02,,,,,,
000802-00-0005, C09,C08,C05,C04,C03,C01,C02,C07,C06
000802-00-0011, C09,C08,C05,C07,,,,,
000802-00-0075, C09,C07,,,,,,,
000802-00-0149, C09,C07,,,,,,,
000802-00-0223, C09,C03,C06,C07,,,,,
000802-00-0249, C09,C08,,,,,,,
000802-00-0250, C09,C08,,,,,,,
000802-00-0258, C09,,,,,,,,
000802-00-0314, C09,,,,,,,,
000802-00-0316, C09,,,,,,,,
000802-00-0334, C09,C08,,,,,,,
000802-00-0351, C09,C04,C08,,,,,,
000802-00-0372, C09,C05,C04,C08,,,,,
000802-00-0407, C09,,,,,,,,
000802-00-0412, C09,C01,C03,C02,C05,,,,
000802-00-0422, C09,C08,C07,C04,C05,C03,,,
000802-00-0444, C09,C08,C04,C03,C07,C05,,,
000802-00-0453, C09,C07,C05,C08,C06,C04,C03,C02,C01
000802-00-0475, C09,C03,C08,C04,,,,,
000802-00-0482, C09,C08,,,,,,,
000802-00-0495, C09,C04,C08,C05,C07,,,,
000802-00-0512, C09,C04,C02,C08,,,,,
000802-00-0515, C09,C08,C04,C01,C03,,,,
000802-00-0529, C09,C06,C07,,,,,,
000802-00-0544, C09,C08,C05,C06,C04,C01,C02,C03,C07
000802-00-0566, C09,C08,C04,C05,C02,,,,
000802-00-0585, C09,C05,C08,C04,C02,,,,
000802-00-0595, C09,C05,C02,,,,,,
000802-00-0599, C09,C07,C04,C05,C08,,,,
000802-00-0659, C09,C01,C02,C04,C05,,,,
000802-00-0681, C09,C07,C06,C05,,,,,
000802-00-0704, C09,C08,,,,,,,
000802-00-0725, C09,,,,,,,,
000802-00-0730, C09,,,,,,,,
000802-00-0736, C09,C07,,,,,,,
000802-00-0742, C09,C08,C05,C04,,,,,
000802-00-0745, C09,C05,C08,,,,,,
000802-00-0777, C09,C07,C08,,,,,,
000802-00-0785, C09,C05,C08,C02,C01,C04,C03,C07,C06
000802-00-0824, C09,C05,C08,C02,,,,,
000802-00-0851, C09,C07,,,,,,,
000802-00-0854, C09,C08,C05,,,,,,
000802-00-0873, C09,,,,,,,,
000802-00-0888, C09,C05,C08,C02,C07,C06,,,
000802-00-0898, C09,,,,,,,,
000802-00-0931, C09,C08,,,,,,,
000802-00-0933, C09,C02,C05,C08,,,,,
000802-00-0936, C09,C08,C01,C04,C05,C07,C02,C03,C06
000802-00-0121, C09,C07,C04,C03,C05,C01,C08,C02,
000702-00-0006, C09,C04,C05,C08,C01,C03,C02,C07,C06
000702-00-0009, C09,C07,C02,,,,,,
000702-00-0011, C09,C07,C05,C08,C04,,,,
000702-00-0013, C09,C05,C04,,,,,,
000702-00-0017, C09,C05,C04,C07,C08,C01,C02,,
000702-00-0025, C09,C08,C04,C05,C03,,,,
000702-00-0032, C09,C08,C05,C03,C06,,,,
000702-00-0038, C09,C05,,,,,,,
000702-00-0041, C09,C08,C05,,,,,,
000702-00-0044, C09,C03,C05,C04,,,,,
000702-00-0045, C09,C02,C01,,,,,,
000702-00-0046, C09,C08,C04,C05,C01,,,,
000702-00-0051, C09,C04,C05,C08,C01,C03,C02,C07,C06
000702-00-0067, C09,C08,C05,C06,C03,C04,,,
000702-00-0092, C09,C07,C08,C05,C01,C03,C04,C02,
000702-00-0103, C09,C04,C08,,,,,,
000702-00-0110, C09,C07,C05,C08,,,,,
000702-00-0114, C09,C06,C03,C07,,,,,
000702-00-0132, C09,,,,,,,,
000702-00-0135, C09,C07,C08,C03,C04,C05,C01,C06,C02
000702-00-0151, C09,,,,,,,,
000702-00-0157, C09,C07,C01,C03,C05,C06,C08,C02,C04
000702-00-0160, C09,C05,C04,,,,,,
000702-00-0162, C09,C05,C07,C06,,,,,
000702-00-0167, C09,C05,C08,C03,C06,C07,C01,C02,C04
000702-00-0203, C09,C08,,,,,,,
000702-00-0240, C09,C06,C07,C03,,,,,
000702-00-0246, C09,C05,C08,C07,,,,,
000702-00-0251, C09,C07,C05,C08,,,,,
000702-00-0255, C09,C05,C08,C04,C03,C01,,,
000702-00-0267, C09,C03,C05,C08,C04,,,,
000702-00-0272, C09,,,,,,,,
001101-00-0002, C09,C08,C05,C04,C07,C01,C02,C03,C06
001101-00-0034, C09,C03,,,,,,,
001101-00-0102, C09,C08,C04,C05,,,,,
001101-00-0150, C09,C02,,,,,,,
001101-00-0161, C09,C07,C03,,,,,,
001101-00-0197, C09,C06,,,,,,,
001101-00-0236, C09,C08,C01,C02,C03,C04,C05,C06,C07
001101-00-0267, C09,C05,C08,,,,,,
001101-00-0283, C09,C04,,,,,,,
001101-00-0286, C09,C01,C03,C05,,,,,
001101-00-0337, C09,C01,C02,C04,C07,C08,C03,C05,C06
001101-00-0359, C09,C01,,,,,,,
001101-00-0377, C09,,,,,,,,
001101-00-0379, C09,,,,,,,,
001101-00-0414, C09,,,,,,,,
001101-00-0434, C09,C08,C05,C02,C04,,,,
001101-00-0463, C09,C04,,,,,,,
001101-00-0468, C09,C03,C07,C04,C01,C08,C06,C02,C05
001101-00-0484, C09,C08,C05,C04,,,,,
000401-00-0006, C09,C06,C03,C07,,,,,
000401-00-0015, C09,C05,C04,C02,C01,C06,C07,C03,
000401-00-0035, C09,C08,C07,C05,C01,C02,C03,C04,
000401-00-0036, C09,C08,C07,C05,C04,,,,
000401-00-0044, C09,C08,C05,C06,,,,,
000401-00-0048, C09,C05,C08,C04,C03,,,,
000401-00-0052, C09,C08,C05,C04,,,,,
000401-00-0055, C09,C03,C04,C08,,,,,
000401-00-0056, C09,C05,C03,,,,,,
000401-00-0067, C09,,,,,,,,
000401-00-0093, C09,C05,C04,C03,,,,,
000401-00-0097, C09,C04,C08,C03,C05,C02,C01,,
000401-00-0106, C09,C08,C05,C04,,,,,
000401-00-0111, C09,,,,,,,,
000401-00-0113, C09,C05,C08,C03,,,,,
000401-00-0137, C09,C05,C07,C06,C04,C02,C08,C03,C01
000401-00-0157, C09,C04,C01,C02,,,,,
000401-00-0182, C09,C08,C05,,,,,,
000401-00-0183, C09,C03,C05,,,,,,
000401-00-0200, C09,C03,C08,,,,,,
000401-00-0223, C09,C01,C02,C04,C05,C08,,,
000401-00-0230, C09,C01,C04,,,,,,
000401-00-0292, C09,C04,C03,C08,,,,,
000401-00-0339, C09,C08,C03,C04,C05,,,,
000401-00-0357, C09,C04,C01,,,,,,
000401-00-0375, C09,C02,C04,,,,,,
000401-00-0398, C09,C08,C04,C07,,,,,
000401-00-0410, C09,C04,,,,,,,
000401-00-0421, C09,C05,C04,,,,,,
000401-00-0439, C09,C08,C05,,,,,,
000401-00-0445, C09,C08,C06,,,,,,
000401-00-0541, C09,C03,C04,C07,C01,C08,,,
000401-00-0560, C09,C08,C05,C03,C07,C01,,,
000401-00-0570, C09,,,,,,,,
000401-00-0573, C09,C08,,,,,,,
000401-00-0634, C09,C08,C04,C05,C03,C07,C06,,
000401-00-0644, C09,C08,C05,,,,,,
000401-00-0647, C09,C07,C04,C05,,,,,
000401-00-0650, C09,C04,C08,C05,C07,C03,C01,C02,C06
000401-00-0681, C09,C08,C05,,,,,,
