ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
000801-00-0528, C08,,,,,,,
000801-00-0543, C08,C07,C04,C06,,,,
000801-00-0553, C08,C07,C04,,,,,
000801-00-0582, C08,C07,C01,C05,C06,C03,C04,
000801-00-0587, C08,C07,C06,,,,,
000801-00-0599, C08,C07,C06,,,,,
000801-00-0633, C08,C07,C04,C05,C06,C01,C03,
000801-00-0665, C08,C04,C07,C03,C05,,,
000801-00-0667, C08,C06,C02,C05,C04,,,
000801-00-0672, C08,,,,,,,
000801-00-0678, C08,,,,,,,
000801-00-0680, C08,C07,C04,,,,,
000801-00-0690, C08,C05,,,,,,
000801-00-0699, C08,C04,C05,C02,C07,,,
000801-00-0706, C08,C07,C05,,,,,
000801-00-0713, C08,C06,C05,C04,C02,C03,,
000801-00-0719, C08,C05,,,,,,
000801-00-0721, C08,C07,C04,C05,C06,,,
000801-00-0731, C08,C07,C04,,,,,
000801-00-0734, C08,C05,,,,,,
000801-00-0739, C08,C03,,,,,,
000801-00-0764, C08,C06,C05,,,,,
000801-00-0773, C08,,,,,,,
000801-00-0777, C08,C07,C04,C05,,,,
000801-00-0779, C08,C05,C06,,,,,
000801-00-0781, C08,C05,C07,C06,,,,
000801-00-0784, C08,C05,C07,C06,,,,
000801-00-0789, C08,C05,,,,,,
000801-00-0800, C08,,,,,,,
000801-00-0803, C08,C05,,,,,,
000801-00-0827, C08,C06,C01,,,,,
000801-00-0838, C08,C03,C04,C01,C02,C06,C07,C05
000801-00-0848, C08,,,,,,,
000801-00-0850, C08,,,,,,,
000801-00-0856, C08,,,,,,,
000801-00-0864, C08,C04,,,,,,
000801-00-0882, C08,C05,C07,C06,C04,,,
000801-00-0884, C08,,,,,,,
000801-00-0887, C08,,,,,,,
000801-00-0897, C08,,,,,,,
000801-00-0905, C08,C04,C07,,,,,
000801-00-0908, C08,,,,,,,
000801-00-0936, C08,C05,C06,C03,C02,C04,,
000801-00-0937, C08,C02,C03,C07,C04,,,
000801-00-0954, C08,C07,C02,C04,C03,,,
000801-00-0966, C08,C02,C04,C05,,,,
000801-00-0968, C08,,,,,,,
000801-00-0977, C08,C04,C07,,,,,
000801-00-0984, C08,C02,C03,C04,C05,C06,C07,
000801-00-0987, C08,,,,,,,
000801-00-1001, C08,C03,C04,C01,C02,C05,C07,C06
000801-00-1006, C08,C04,C06,C07,,,,
000801-00-1009, C08,,,,,,,
000801-00-1010, C08,C04,C07,C05,,,,
000801-00-1014, C08,C05,,,,,,
000801-00-1046, C08,,,,,,,
000801-00-1060, C08,C02,,,,,,
000801-00-1065, C08,,,,,,,
000801-00-1072, C08,,,,,,,
000801-00-1080, C08,,,,,,,
000801-00-1088, C08,,,,,,,
000801-00-1092, C08,,,,,,,
000801-00-1105, C08,,,,,,,
000801-00-1130, C08,C06,C07,C02,C04,C03,C01,C05
000801-00-1137, C08,C07,C01,C03,C05,C06,,
000801-00-1145, C08,,,,,,,
000801-00-1177, C08,C06,,,,,,
000801-00-1194, C08,,,,,,,
000801-00-1198, C08,C07,C04,C05,C06,,,
000801-00-1212, C08,C07,C04,,,,,
000801-00-1222, C08,C06,C05,C01,,,,
000801-00-1240, C08,C05,C06,,,,,
000801-00-1257, C08,C05,C06,,,,,
000801-00-1260, C08,C06,,,,,,
000801-00-1268, C08,C06,C01,,,,,
000801-00-1279, C08,C05,C04,C07,C06,C02,,
000801-00-1304, C08,C04,C07,C05,,,,
000801-00-1311, C08,C07,,,,,,
000801-00-1319, C08,C07,C04,,,,,
000703-00-0006, C08,C04,C07,C01,C06,C05,C02,C03
000703-00-0007, C08,C06,,,,,,
000703-00-0012, C08,C04,C07,,,,,
000703-00-0018, C08,C04,C05,C06,,,,
000703-00-0019, C08,,,,,,,
000703-00-0031, C08,C07,C04,,,,,
000703-00-0036, C08,C04,C07,,,,,
000703-00-0051, C08,C07,C04,C05,C06,,,
000703-00-0073, C08,C04,,,,,,
000703-00-0080, C08,,,,,,,
000703-00-0091, C08,,,,,,,
000703-00-0097, C08,C07,C04,,,,,
000703-00-0117, C08,C06,C05,C03,C07,C04,,
000703-00-0123, C08,C05,,,,,,
000703-00-0177, C08,C07,C04,,,,,
000703-00-0183, C08,C04,C07,C06,,,,
000703-00-0200, C08,C03,C02,,,,,
000703-00-0206, C08,C07,C04,C06,,,,
000703-00-0300, C08,,,,,,,
000703-00-0302, C08,C01,C05,C07,C06,C02,C03,C04
000703-00-0378, C08,C04,C07,,,,,
000703-00-0404, C08,,,,,,,
000703-00-0409, C08,C05,,,,,,
000703-00-0434, C08,C02,C03,C07,,,,
000703-00-0470, C08,C03,,,,,,
000703-00-0479, C08,C04,C07,,,,,
000703-00-0492, C08,C07,C04,,,,,
001003-00-0007, C08,C05,C03,,,,,
001003-00-0039, C08,,,,,,,
001003-00-0073, C08,C06,C05,C04,,,,
001003-00-0078, C08,,,,,,,
001003-00-0081, C08,,,,,,,
001003-00-0099, C08,C01,C04,C06,,,,
001003-00-0121, C08,C07,C04,,,,,
001003-00-0134, C08,,,,,,,
001003-00-0148, C08,C05,C06,,,,,
001003-00-0150, C08,C05,C04,,,,,
001003-00-0181, C08,C02,C03,C04,,,,
001003-00-0239, C08,C04,,,,,,
001003-00-0262, C08,C07,C04,,,,,
001003-00-0283, C08,C07,C04,C03,C02,,,
001003-00-0295, C08,C07,C04,C03,C02,,,
001003-00-0376, C08,C05,C06,,,,,
001003-00-0393, C08,C04,C07,,,,,
001003-00-0440, C08,,,,,,,
001003-00-0443, C08,C04,C02,,,,,
001003-00-0444, C08,C04,C07,C05,C06,,,
001003-00-0492, C08,C04,C07,,,,,
001003-00-0498, C08,C04,C07,C05,C06,,,
001003-00-0515, C08,,,,,,,
001003-00-0530, C08,C07,C06,C05,C04,C03,C02,
001003-00-0540, C08,C06,C02,C03,C04,C07,C05,C01
001003-00-0556, C08,,,,,,,
001003-00-0621, C08,C02,,,,,,
001003-00-0680, C08,C05,C06,C01,,,,
001003-00-0688, C08,C05,C07,C02,,,,
001003-00-0692, C08,C04,C05,C06,,,,
001003-00-0703, C08,C06,C05,C04,C01,C02,C03,
001003-00-0758, C08,C02,C03,,,,,
001003-00-0760, C08,C02,C03,,,,,
001003-00-0773, C08,C02,,,,,,
001003-00-0798, C08,C05,C04,,,,,
001003-00-0812, C08,C05,C03,C01,C04,C07,C06,C02
001003-00-0858, C08,C05,C06,,,,,
001003-00-0897, C08,C07,C04,,,,,
001003-00-0906, C08,C04,C02,,,,,
001003-00-0909, C08,C05,C03,C02,C04,C06,C01,C07
001003-00-0917, C08,,,,,,,
001003-00-0919, C08,C07,C04,C02,C03,C06,C05,C01
001003-00-0926, C08,,,,,,,
001003-00-0952, C08,,,,,,,
001003-00-0957, C08,C04,C07,,,,,
001003-00-0963, C08,C06,,,,,,
001003-00-0967, C08,C07,C04,C02,,,,
001003-00-0970, C08,C04,C07,,,,,
001003-00-0994, C08,C07,C05,,,,,
001003-00-1000, C08,C04,C07,,,,,
001003-00-1019, C08,C05,C07,C04,C06,C01,,
001003-00-1044, C08,C05,C04,,,,,
001003-00-1073, C08,,,,,,,
001003-00-1076, C08,C01,C06,C02,C07,C05,C04,C03
001003-00-1082, C08,C05,C02,C03,C07,C04,C06,C01
001003-00-1089, C08,C05,,,,,,
001003-00-1091, C08,,,,,,,
001003-00-1108, C08,C07,C04,,,,,
001003-00-1201, C08,C05,C07,C03,,,,
001003-00-1219, C08,C02,C04,,,,,
001003-00-1226, C08,C05,,,,,,
001003-00-1255, C08,,,,,,,
001003-00-1259, C08,C02=C03,C05,,,,,
001003-00-1301, C08,C02,C04,C05,C07,C03,C06,C01
001003-00-1318, C08,C03,C04,C07,C02,C01,C06,C05
001003-00-1338, C08,C06,C03,C04,C05,C07,,
001003-00-1339, C08,C07,C06,C05,C04,C03,C02,C01
001003-00-1371, C08,C05,C06,,,,,
001003-00-1572, C08,C05,C06,C07,C01,C02,C03,C04
001003-00-1575, C08,C05,C06,,,,,
001003-00-1601, C08,C07,C03,C05,C04,C06,C01,
001003-00-0011, C08,,,,,,,
001101-00-0043, C08,,,,,,,
001101-00-0097, C08,C02=C04,,,,,,
001101-00-0158, C08,C04,,,,,,
001101-00-0169, C08,C03,,,,,,
001101-00-0180, C08,,,,,,,
001101-00-0199, C08,C05,C07,C02,C03,C04,C06,C01
001101-00-0202, C08,C07,C03,C04,C05,C01,C02,C06
001101-00-0230, C08,C03,C07,C04,C02,C05,,
001101-00-0237, C08,C06,C07,C02,C05,C04,C03,C01
001101-00-0256, C08,C05,C02,,,,,
001101-00-0273, C08,C02,C04,C03,C05,C06,C07,C01
001101-00-0276, C08,C05,,,,,,
001101-00-0321, C08,C01,C05,,,,,
001101-00-0337, C08,C04,C03,C01,,,,
001101-00-0421, C08,,,,,,,
001101-00-0440, C08,,,,,,,
001101-00-0443, C08,C03,C01,C06,,,,
001101-00-0503, C08,C04,,,,,,
001101-00-0505, C08,C01,,,,,,
001101-00-0563, C08,,,,,,,
001101-00-0585, C08,C05,C04,C02,C03,C01,C07,C06
001101-00-0632, C08,C02,C01,C04,C07,C06,C05,C03
001101-00-0637, C08,C01,C07,C06,C04,C02,,
001101-00-0688, C08,C06,C04,C03,C02,,,
001101-00-0712, C08,C04,,,,,,
001101-00-0758, C08,,,,,,,
001101-00-0786, C08,,,,,,,
001101-00-0787, C08,C02,,,,,,
001101-00-0826, C08,,,,,,,
000301-00-0045, C08,C04,C05,C02,C03,C07,C01,C06
000301-00-0086, C08,,,,,,,
000301-00-0166, C08,C03,C06,C01,,,,
000301-00-0176, C08,C03,,,,,,
000301-00-0201, C08,C07,C02,C03,C04,,,
000301-00-0276, C08,,,,,,,
000301-00-0321, C08,C07,C02,C03,C04,,,
000301-00-0326, C08,C04,C03,,,,,
000301-00-0387, C08,,,,,,,
000301-00-0434, C08,C02,C03,C04,C07,,,
000301-00-0449, C08,C02,,,,,,
000301-00-0518, C08,,,,,,,
000301-00-0523, C08,,,,,,,
000301-00-0682, C08,C02,C03,C04,C06,C07,C05,C01
000301-00-0735, C08,C07,C04,,,,,
000301-00-0846, C08,C02,C06,C01,,,,
000301-00-0871, C08,C03,C02,C05,C06,,,
000301-00-1035, C03=C04,C08,C01=C07,C05,,,,
000301-00-1098, C08,C06,,,,,,
000301-00-1141, C08,C07,C06,,,,,
000301-00-1227, C02=C06,C08,,,,,,
000301-00-1260, C08,C07,C04,,,,,
000301-00-1265, C08,,,,,,,
000301-00-1353, C08,,,,,,,
000301-00-1394, C08,C02,C03,C04,C07,,,
000301-00-1426, C08,C05,,,,,,
000301-00-1455, C08,,,,,,,
000301-00-1515, C08,C07,C04,,,,,
000301-00-1607, C08,C02,,,,,,
000301-00-1640, C08,C02,C01,,,,,
000301-00-1723, C08,C04,C07,C06,C05,,,
000301-00-0033, C08,C07,C02,C03,C04,C01,C05,C06
000202-00-0015, C08,C03,C02,C04,C07,,,
000202-00-0020, C08,,,,,,,
000202-00-0029, C08,,,,,,,
000202-00-0034, C08,C07,C04,C03,C02,C05,C06,
000202-00-0051, C08,C04,C03,C07,C01,,,
000202-00-0078, C08,,,,,,,
000202-00-0111, C08,C07,C02,C03,C04,,,
000202-00-0129, C08,,,,,,,
000202-00-0182, C08,,,,,,,
000202-00-0201, C08,,,,,,,
000202-00-0257, C08,C05,C07,C02,C01,C06,C03,C04
000202-00-0264, C08,C07,C04,C05,C06,C03,C02,
000202-00-0311, C08,,,,,,,
000202-00-0384, C08,,,,,,,
000202-00-0425, C08,C02,C07,C04,C03,C06,C01,C05
000903-00-0017, C08,,,,,,,
000903-00-0032, C08,C07,C04,,,,,
000903-00-0045, C08,C05,,,,,,
000903-00-0059, C08,C07,C04,,,,,
000903-00-0072, C08,C05,,,,,,
000903-00-0157, C08,C05,,,,,,
000903-00-0158, C08,C05,C01,C06,C04,C07,C02,C03
000903-00-0175, C08,C06,C05,C02,C03,,,
000903-00-0183, C08,C06,C04,,,,,
000903-00-0220, C08,C04,,,,,,
000903-00-0226, C08,C04,C07,,,,,
000903-00-0238, C08,,,,,,,
000903-00-0243, C08,C07,C05,C06,C04,C01,,
000903-00-0288, C08,C05,C04,C02,C03,C07,,
000903-00-0298, C08,,,,,,,
000903-00-0325, C08,C07,C04,C06,C05,,,
000903-00-0354, C08,,,,,,,
000903-00-0391, C08,C05,,,,,,
000903-00-0420, C08,C05,,,,,,
000903-00-0422, C08,C06,C07,C04,C05,C02,C03,
000903-00-0515, C08,C07,C06,C04,C05,C02,C03,C01
000903-00-0517, C08,,,,,,,
000903-00-0522, C08,C07,C04,C06,C05,C01,,
000903-00-0526, C08,,,,,,,
000903-00-0568, C08,C07,C04,C05,C06,C01,,
000903-00-0582, C08,,,,,,,
000903-00-0597, C08,C04,,,,,,
000903-00-0608, C08,C04,C05,C03,,,,
000903-00-0675, C08,C05,,,,,,
000903-00-0676, C08,,,,,,,
000903-00-0729, C08,,,,,,,
000903-00-0731, C08,C04,C07,,,,,
000903-00-0733, C08,C04,C02,,,,,
000903-00-0744, C08,,,,,,,
000903-00-0747, C08,C02,C07,C06,C05,C03,C04,
000903-00-0772, C08,C02,C03,,,,,
000903-00-0785, C08,C07,C04,C02,C03,,,
000903-00-0792, C08,C05,C06,C04,C03,,,
000903-00-0827, C08,C02,C04,,,,,
000903-00-0849, C08,C07,C04,C06,C05,,,
000903-00-0859, C08,C02,C04,,,,,
000903-00-0897, C08,,,,,,,
000903-00-0912, C08,C03,C04,C07,C02,C06,C05,
000903-00-0958, C08,C04,C07,,,,,
000903-00-0966, C08,C05,C06,,,,,
000903-00-0983, C08,C04,C07,,,,,
000903-00-0990, C08,C06,C04,C07,,,,
000903-00-1027, C08,C04,C02,C05,C06,C01,C07,C03
000903-00-1040, C08,C06,C07,C04,,,,
000903-00-1098, C08,C04,C07,,,,,
000903-00-1124, C08,C05,C02,C03,C07,C01,C06,C04
000903-00-1128, C08,C05,,,,,,
000903-00-1164, C08,C05,C06,C01,C04,,,
000903-00-1191, C08,C01,C02,C03,C04,C05,C06,C07
000903-00-1269, C08,C05,,,,,,
000903-00-1276, C08,C05,C04,C06,C01,,,
000903-00-1315, C08,,,,,,,
000903-00-1319, C08,C05,C04,C02,,,,
000903-00-1379, C08,C04,C02,,,,,
000903-00-1408, C08,C07,C01,C05,C04,,,
000903-00-1423, C08,,,,,,,
000903-00-1463, C08,C06,C05,C04,,,,
000903-00-1484, C08,C03,C07,C04,,,,
000903-00-1502, C08,C05,,,,,,
000903-00-1506, C08,C07,C04,,,,,
000903-00-1507, C08,C04,C06,C07,,,,
000903-00-1573, C08,C04,C07,C05,C03,C01,,
000903-00-1579, C08,C07,C04,C02,C05,C01,,
000903-00-1603, C08,C07,C04,C06,,,,
000903-00-1614, C08,C07,C04,,,,,
000903-00-1644, C08,C05,C02,,,,,
000903-00-1647, C08,,,,,,,
000903-00-1701, C08,C02,C05,,,,,
000903-00-1705, C08,C02,,,,,,
000903-00-1738, C08,,,,,,,
000903-00-1758, C08,C07,C04,,,,,
000903-00-1765, C08,C01,C06,C05,,,,
000903-00-1793, C08,,,,,,,
000903-00-1800, C08,C05,C06,C07,C01,C02,C04,C03
000903-00-1811, C08,C04,C02,,,,,
000903-00-1839, C08,C06,C05,,,,,
000903-00-1841, C08,C06,C03,,,,,
000903-00-1862, C08,C07,C02,C03,C04,C05,C06,
000903-00-1880, C08,C03,C07,,,,,
000903-00-1923, C08,C04,C05,,,,,
000903-00-1944, C08,C07,C06,C01,,,,
000903-00-1952, C08,C07,C05,,,,,
000903-00-2044, C08,C04,C05,,,,,
000903-00-2062, C08,,,,,,,
000903-00-2083, C08,C03,,,,,,
000903-00-2110, C08,C06,C05,C07,C04,C03,C02,
000903-00-2150, C08,,,,,,,
000903-00-2173, C08,C01,C05,C06,,,,
000903-00-2190, C08,C05,C03,C07,,,,
000903-00-2256, C08,C05,C06,,,,,
000903-00-2282, C08,C05,,,,,,
000903-00-2285, C08,C01,C05,,,,,
000903-00-2346, C08,C01,C04,,,,,
000903-00-2355, C08,,,,,,,
000903-00-2391, C08,C05,C04,C07,,,,
000903-00-2417, C08,C04,C07,C05,C06,C01,C03,
000903-00-2426, C08,C06,C07,C02,C04,C01,C05,
000903-00-2427, C08,C04,C07,C05,C06,,,
000903-00-2430, C08,,,,,,,
000903-00-2439, C08,C07,C04,C03,C02,C05,C01,C06
000903-00-2444, C08,C04,C06,C02,C03,C07,C01,C05
000903-00-2450, C08,C06,C01,C02,C07,C04,C05,C03
000903-00-2451, C08,C04,C07,C05,,,,
000903-00-2480, C08,C07,C06,C05,C03,C01,,
000903-00-2520, C08,,,,,,,
000903-00-2606, C08,,,,,,,
000903-00-2613, C08,,,,,,,
000903-00-2667, C08,C01,C07,C05,C06,C04,C03,C02
000903-00-2670, C08,C04,C07,,,,,
000903-00-2725, C08,C02,C03,,,,,
000903-00-2732, C08,,,,,,,
000903-00-2758, C08,C05,C03,C01,,,,
000903-00-2769, C08,,,,,,,
000903-00-2804, C08,C04,C07,C02,C03,,,
000903-00-2809, C08,C05,C01,,,,,
000903-00-2816, C08,C05,C02,,,,,
000903-00-2839, C08,C07,C02,C01,C05,C06,C04,C03
000903-00-2841, C08,C03,,,,,,
000903-00-0012, C08,C06,C04,C07,C05,,,
000903-00-0016, C08,WI01,,,,,,
000903-00-0020, C08,WI01,C03,C05,C06,C01,C02,C04
000203-00-0006, C08,C04,C07,,,,,
000203-00-0035, C08,C07,C04,C03,C02,,,
000203-00-0050, C08,C04,C07,C06,C03,C02,,
000203-00-0078, C08,,,,,,,
000203-00-0098, C08,C02,C07,,,,,
000203-00-0118, C08,C07,C02,,,,,
000203-00-0129, C08,C04,C03,C07,C06,C05,,
000203-00-0141, C08,C03,,,,,,
000203-00-0145, C08,,,,,,,
000203-00-0169, C08,,,,,,,
000203-00-0186, C08,,,,,,,
000203-00-0247, C08,C04,,,,,,
000203-00-0252, C08,,,,,,,
000203-00-0285, C08,C01,C02,C03,C04,C05,C06,C07
000203-00-0299, C08,C03,C04,C06,,,,
000203-00-0353, C08,C07,C04,,,,,
000203-00-0357, C08,,,,,,,
000203-00-0377, C08,,,,,,,
000203-00-0401, C08,,,,,,,
000203-00-0406, C08,C05,,,,,,
000203-00-0428, C08,C07,C06,,,,,
000203-00-0431, C08,,,,,,,
000203-00-0455, C08,C06,C01,C02,C05,C07,C03,C04
000203-00-0483, C08,C05,,,,,,
000203-00-0486, C08,C05,C06,,,,,
000203-00-0494, C08,C05,C02,,,,,
000203-00-0528, C08,C07,C02,C03,C04,C05,C01,C06
000203-00-0576, C08,,,,,,,
000203-00-0583, C08,C04,,,,,,
000203-00-0592, C08,,,,,,,
000203-00-0616, C08,C05,C03,,,,,
000203-00-0622, C08,C07,C04,C03,C02,C05,C06,C01
000203-00-0644, C08,,,,,,,
000203-00-0662, C08,C06,C02,,,,,
000403-00-0024, C08,,,,,,,
000403-00-0045, C08,C02,C03,C07,C01,C06,C05,C04
000403-00-0077, C08,,,,,,,
000403-00-0101, C08,C03,C01,,,,,
000403-00-0140, C08,C06,C02,,,,,
000403-00-0151, C08,C06,C05,C03,,,,
000403-00-0168, C08,C06,,,,,,
000403-00-0171, C08,C05,,,,,,
000403-00-0201, C08,,,,,,,
000403-00-0212, C08,C06,C02,,,,,
000403-00-0242, C08,,,,,,,
000403-00-0287, C08,C04,C06,C02,,,,
000403-00-0303, C08,,,,,,,
000403-00-0318, C08,C01,C07,C05,C06,C04,C03,C02
000403-00-0322, C08,C05,C07,,,,,
000403-00-0344, C08,C06,,,,,,
000403-00-0350, C08,C05,C07,C06,C04,,,
000403-00-0355, C08,,,,,,,
000403-00-0394, C08,,,,,,,
000403-00-0404, C08,C07,C04,,,,,
000403-00-0421, C08,,,,,,,
000403-00-0461, C08,C04,C03,C07,,,,
000403-00-0491, C08,C06,C07,C05,C01,,,
000403-00-0500, C08,,,,,,,
000403-00-0531, C08,C03,C07,C04,,,,
000403-00-0537, C08,,,,,,,
000403-00-0550, C08,,,,,,,
000403-00-0566, C08,C03,,,,,,
000403-00-0609, C08,,,,,,,
000403-00-0634, C08,C05,C06,C07,,,,
000302-00-0012, C08,,,,,,,
000302-00-0037, C08,C06,C03,C05,,,,
000302-00-0075, C08,C05,C06,C03,C01,C04,C07,C02
000302-00-0090, C08,C05,,,,,,
000302-00-0127, C08,C04,C03,C02,C07,,,
000302-00-0176, C08,C02,,,,,,
000302-00-0188, C08,C02,,,,,,
000302-00-0227, C08,C06,C07,C04,,,,
000302-00-0265, C08,C04,C03,C02,C07,C01,,
000302-00-0305, C08,,,,,,,
000302-00-0316, C08,C07,C04,C06,,,,
000302-00-0322, C08,C04,C03,C02,C07,C05,C01,
000302-00-0336, C08,,,,,,,
000302-00-0373, C08,C04,C07,,,,,
000302-00-0390, C08,C06,,,,,,
000302-00-0394, C08,C07,C04,,,,,
000302-00-0440, C08,C02,C03,,,,,
000302-00-0457, C08,,,,,,,
000302-00-0476, C08,C04,C07,,,,,
000302-00-0530, C08,C02,C04=C07,C03,,,,
000302-00-0549, C08,C02,C05,,,,,
000302-00-0619, C08,C03,,,,,,
000302-00-0639, C08,C04,C07,C03,C02,,,
000302-00-0706, C08,C04,C05,,,,,
000302-00-0742, C08,C04,C02,,,,,
000302-00-0846, C08,,,,,,,
000302-00-0850, C08,,,,,,,
000302-00-0861, C08,C04,,,,,,
000302-00-0867, C08,C03,C02,C06,C07,C04,C05,
000302-00-0947, C08,C07,C05,,,,,
000302-00-0948, C08,,,,,,,
000302-00-0979, C08,C05,,,,,,
000302-00-0998, C08,,,,,,,
000302-00-1025, C08,,,,,,,
000302-00-1073, C08,,,,,,,
000302-00-1101, C08,C02,C01,C06,C03,C04,C07,
000302-00-1168, C08,C07,C05,C06,C04,C03,,
000302-00-1175, C08,,,,,,,
000302-00-1211, C08,C03,C04,,,,,
000302-00-1288, C08,C05,C06,C03,C07,C04,C01,C02
000302-00-1293, C08,C05,,,,,,
000302-00-1306, C08,C04,,,,,,
000302-00-1316, C08,C05,C06,C07,C01,C04,,
000302-00-1352, C08,C05,,,,,,
000302-00-1355, C08,,,,,,,
000302-00-1373, C08,C07,C05,C03,,,,
000302-00-1379, C08,C07,C04,,,,,
000302-00-1386, C08,C07,C04,C05,,,,
000302-00-1455, C08,C04,C03,,,,,
000302-00-1513, C08,C06,C04,C01,C05,,,
000302-00-1522, C08,C01,C06,,,,,
000302-00-1534, C08,,,,,,,
000302-00-0016, C08,C05,C04,C03,,,,
000302-00-0022, C08,C07,C05,,,,,
000103-00-0004, C08,,,,,,,
000103-00-0097, C08,,,,,,,
000103-00-0129, C08,C07,C04,,,,,
000103-00-0147, C08,C05,C06,C07,C01,,,
000103-00-0151, C08,C06,C05,C02,C04,C07,C01,C03
000103-00-0182, C08,,,,,,,
000103-00-0234, C08,,,,,,,
000103-00-0252, C08,C02,C03,,,,,
000103-00-0597, C08,C05,,,,,,
000103-00-0653, C08,,,,,,,
000103-00-0817, C08,C03,C02,C04,C05,C06,C07,C01
000103-00-0869, C01=C03=C04,C08,,,,,,
000103-00-0987, C08,C06,C05,C02,C04,C07,C01,C03
000103-00-0994, C08,C04,C07,,,,,
000103-00-1160, C08,,,,,,,
000103-00-1238, C08,C03,C07,C05,,,,
000103-00-1283, C08,,,,,,,
000103-00-1492, C08,,,,,,,
000103-00-1567, C08,,,,,,,
000103-00-1572, C08,,,,,,,
000103-00-1610, C02=C03,C08,,,,,,
000103-00-1622, C02=C03=C04,C08,,,,,,
000103-00-1782, C08,C07,C04,C03,,,,
000103-00-1798, C08,C01,C06,,,,,
000103-00-1846, C08,,,,,,,
000103-00-1919, C08,,,,,,,
000103-00-1947, C08,C05,C06,C04,C07,,,
000103-00-2015, C08,C03,,,,,,
000103-00-0008, C08,C03,,,,,,
000402-00-0034, C08,C05,C07,,,,,
000402-00-0042, C08,C05,C07,,,,,
000402-00-0046, C08,,,,,,,
000402-00-0100, C08,C04,C06,C07,C03,C02,,
000402-00-0103, C08,C07,C04,C05,,,,
000402-00-0115, C08,,,,,,,
000402-00-0127, C08,,,,,,,
000402-00-0163, C08,C07,C04,C02,C03,,,
000402-00-0180, C08,C07,C05,,,,,
000402-00-0196, C08,C02,C03,C04,C07,,,
000402-00-0207, C08,,,,,,,
000402-00-0227, C08,C04,C07,,,,,
000402-00-0240, C08,,,,,,,
000402-00-0265, C08,,,,,,,
000402-00-0273, C08,C01,C05,C06,,,,
000402-00-0275, C08,,,,,,,
000402-00-0277, C08,C04,C07,C05,,,,
000402-00-0285, C08,,,,,,,
000402-00-0289, C08,,,,,,,
000402-00-0295, C08,C04,C01,C07,C06,C05,,
000402-00-0299, C08,C03,C02,,,,,
000402-00-0306, C08,C07,,,,,,
000402-00-0310, C08,,,,,,,
000402-00-0317, C08,C04,C02,,,,,
000402-00-0322, C08,,,,,,,
000402-00-0377, C08,C06,C05,C01,C04,C03,C02,
000402-00-0406, C08,C02,C07,,,,,
000402-00-0419, C08,,,,,,,
000402-00-0428, C08,C05,C04,C07,,,,
000402-00-0433, C08,C05,C04,C07,C02,C03,,
000402-00-0443, C08,C04,C07,,,,,
000402-00-0465, C08,,,,,,,
000402-00-0485, C08,,,,,,,
000402-00-0486, C08,C06,C04,C05,C07,,,
000402-00-0549, C08,C07,C04,C03,C02,C01,C05,C06
000402-00-0563, C08,C06,C05,C07,C04,C01,,
000402-00-0571, C08,,,,,,,
000402-00-0601, C08,C02,C05,C01,C04,C06,C03,C07
000402-00-0619, C08,C06,C04,C01,C05,,,
000402-00-0635, C08,C04,C05,,,,,
000402-00-0651, C08,,,,,,,
000402-00-0670, C08,C01,C05,,,,,
000402-00-0685, C08,C04,,,,,,
000402-00-0739, C08,C07,C04,,,,,
000402-00-0742, C08,C07,C04,,,,,
000402-00-0790, C08,C04,C07,,,,,
000402-00-0794, C08,C02,C03,C04,C06,,,
000402-00-0821, C08,C07,C06,C01,C04,,,
000402-00-0827, C08,C02,,,,,,
000402-00-0845, C08,,,,,,,
000402-00-0856, C08,C01,C02,C03,C04,C05,C06,C07
000402-00-0955, C08,,,,,,,
000402-00-0968, C08,,,,,,,
000402-00-0995, C08,C02,C06,,,,,
000402-00-1009, C08,C07,C02,C03,C04,,,
000402-00-1017, C08,,,,,,,
000402-00-1026, C08,,,,,,,
000402-00-1028, C08,C06,C07,C04,C01,C05,C02,C03
000402-00-1046, C08,,,,,,,
000402-00-1087, C08,C02,,,,,,
000402-00-1091, C08,,,,,,,
000402-00-1103, C08,C07,C04,C02,,,,
000402-00-1147, C08,C04,C01,,,,,
000402-00-1154, C08,C06,,,,,,
000402-00-1157, C08,,,,,,,
000402-00-1165, C08,,,,,,,
000402-00-1212, C08,C02,,,,,,
000402-00-1227, C08,,,,,,,
000402-00-1230, C08,C07,C04,,,,,
000402-00-1236, C08,C05,,,,,,
000402-00-1252, C08,C05,C07,C06,,,,
000402-00-1261, C08,C03,C04,C07,C02,,,
000402-00-1274, C08,,,,,,,
000402-00-1302, C08,C05,,,,,,
000402-00-1306, C08,,,,,,,
000402-00-1324, C08,,,,,,,
000402-00-1343, C08,C02,C03,,,,,
000402-00-1351, C08,,,,,,,
000402-00-1367, C08,,,,,,,
000402-00-1386, C08,C05,C06,C01,C03,C07,,
000402-00-1415, C08,C05,,,,,,
000402-00-1428, C08,C01,C02,C05,C06,C04,C07,
000402-00-1433, C08,C05,,,,,,
000402-00-1526, C08,C04,C03,C05,C07,C01,C02,C06
000402-00-1529, C08,C04,C01,,,,,
000402-00-1546, C08,,,,,,,
000402-00-1553, C08,C05,C06,,,,,
000402-00-1556, C08,,,,,,,
000402-00-1574, C08,C04,C02,,,,,
000402-00-1577, C08,C06,C04,,,,,
000402-00-1602, C08,,,,,,,
