ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000903-00-0575, C02,C05,C04,,,,,,
000903-00-0613, C02,C05,C08,C04,,,,,
000903-00-0674, C02,C05,,,,,,,
000903-00-1121, C02,C04,C05,,,,,,
000903-00-0165, C02,C05,C04,,,,,,
000103-00-0183, C02,C04,C05,,,,,,
000103-00-0407, C02,C04,C05,C06,,,,,
000103-00-0532, C02,C04,C05,C08,,,,,
000103-00-0570, C02,C08,C05,,,,,,
000103-00-0973, C02,C05,C06,,,,,,
000902-00-0020, C02,C05,,,,,,,
000902-00-0393, C02,C05,C08,,,,,,
000902-00-0425, C02,C05,,,,,,,
000902-00-0662, C02,C05,,,,,,,
000902-00-1244, C02,C08,C05,C01,,,,,
000902-00-1317, C02,C05,C04,,,,,,
000503-00-0086, C02,C04,C08,C05,,,,,
000304-00-0110, C02,C05,,,,,,,
001102-00-0473, C02,C05,C01,,,,,,
001102-00-1267, C02,C04,C05,,,,,,
001002-00-0745, C02,C08,C05,C07,,,,,
001002-00-0950, C02,C05,,,,,,,
001001-00-1449, C02,C05,,,,,,,
000101-00-0521, C02,C05,,,,,,,
000402-00-0282, C02,C05,,,,,,,
000402-00-0608, C02,C07,C05,C08,,,,,
000302-00-0414, C02,C05,,,,,,,
000301-00-0379, C02,C05,,,,,,,
000603-00-0583, C02,C05,C08,C07,,,,,
000802-00-0213, C02,C05,,,,,,,
000603-00-0065, WI01,C07,C05,,,,,,
000403-00-0315, C06,C05,,,,,,,
000502-00-0153, C06,C05,,,,,,,
000502-00-0266, C06,C07,C05,C04,,,,,
000903-00-1272, C06,C07,C05,,,,,,
000903-00-1307, C06,C05,C04,,,,,,
000902-00-0290, C06,C02,C07,C08,C05,,,,
000201-00-0735, C06,C05,,,,,,,
000701-00-0581, C06,C02,C05,,,,,,
000701-00-0689, C06,C05,,,,,,,
000503-00-0016, C06,C07,C05,,,,,,
000801-00-0159, C06,C05,C07,C02,,,,,
000303-00-0286, C06,C04,C05,,,,,,
000303-00-0696, C06,C04,C02,C08,C07,C05,,,
001102-00-1487, C06,C07,C05,C08,,,,,
000602-00-0461, C06,C05,,,,,,,
000702-00-0034, C06,C08,C05,,,,,,
000601-00-0676, C06,C04,C08,C07,C05,,,,
000301-00-0460, C08,C06,C05,,,,,,
000403-00-0019, C03,C05,C06,C07,C01,,,,
000403-00-0129, C03,C05,C01,C04,C07,,,,
000403-00-0156, C03,C07,C06,,,,,,
000403-00-0183, C03,C01,C08,,,,,,
000403-00-0216, C03,C07,,,,,,,
000203-00-0049, C03,,,,,,,,
000203-00-0103, C03,,,,,,,,
000502-00-0033, C03,C01,C08,,,,,,
000502-00-0062, C03,,,,,,,,
000502-00-0097, C03,C01,C07,,,,,,
000502-00-0117, C03,C06,,,,,,,
000502-00-0141, C03,C01,C02,C04,,,,,
000502-00-0296, C03,C07,C06,C08,,,,,
000502-00-0540, C03,C01,C08,C07,C02,,,,
000502-00-0796, C03,C05,C06,C01,C07,,,,
000502-00-0914, C03,C07,C01,C02,C04,,,,
000502-00-0979, C03,C08,C07,C01,C02,,,,
000502-00-1003, C03,C02,C08,,,,,,
000502-00-1147, C03,C05,C06,C07,C01,,,,
000502-00-1216, C03,,,,,,,,
001103-00-0022, C03,C05,C02,C08,,,,,
001103-00-0026, C03,C08,C05,,,,,,
001103-00-0036, C03,C05,C01,C02,,,,,
001103-00-0066, C03,C05,C08,,,,,,
001103-00-0074, C03,C05,C07,C08,,,,,
001103-00-0112, C03,C02,C07,C05,C04,,,,
001103-00-0121, C03,C02,,,,,,,
001103-00-0127, C03,C02,C05,C04,,,,,
001103-00-0141, C03,C01,C08,,,,,,
001103-00-0188, C03,,,,,,,,
001103-00-0205, C03,C07,,,,,,,
001103-00-0211, C03,C07,C08,,,,,,
001103-00-0267, C03,C08,C04,C01,C02,,,,
001103-00-0307, C03,C02,,,,,,,
001103-00-0331, C03,C07,C05,C02,C08,,,,
001103-00-0346, C03,C02,C08,C07,,,,,
001103-00-0378, C03,C07,C05,C08,,,,,
001103-00-0388, C03,C01,C04,C08,,,,,
001103-00-0391, C03,C08,,,,,,,
001103-00-0435, C03,C07,C06,C01,C05,,,,
001103-00-0472, C03,C01,C04,C02,,,,,
001103-00-0508, C03,C02,,,,,,,
001103-00-0528, C03,C04,C07,,,,,,
001103-00-0530, C03,C04,,,,,,,
001103-00-0574, C03,C08,C04,C07,,,,,
001103-00-0615, C03,C07,C02,C01,,,,,
001103-00-0636, C03,C01,,,,,,,
001103-00-0763, C03,C08,,,,,,,
001103-00-0785, C03,C06,C01,,,,,,
001103-00-0836, C03,C01,C04,C08,C07,,,,
001103-00-0874, C03,C02,C08,,,,,,
001103-00-0952, C03,C07,C05,C08,,,,,
001103-00-0981, C03,C04,C08,C06,C07,C01,,,
001103-00-1005, C03,C05,,,,,,,
001103-00-1025, C03,C02,C08,C05,C01,C06,,,
001103-00-1091, C03,C07,C05,C06,C01,C08,,,
001103-00-1126, C03,,,,,,,,
001103-00-1128, C03,C08,C01,,,,,,
001103-00-1131, C03,C08,,,,,,,
001103-00-1181, C03,,,,,,,,
001103-00-1211, C03,C08,,,,,,,
001103-00-1213, C03,,,,,,,,
001103-00-1214, C03,C04,C07,C01,,,,,
001103-00-1229, C03,C08,,,,,,,
001103-00-1251, C03,C08,C07,,,,,,
001103-00-1260, C03,C08,C05,C01,,,,,
001103-00-1272, C03,C05,C08,,,,,,
001103-00-1308, C03,C08,C06,,,,,,
000501-00-0091, C03,,,,,,,,
000501-00-0144, C03,,,,,,,,
000501-00-0372, C03,C04,C01,C05,,,,,
000501-00-0452, C03,C08,C05,,,,,,
000501-00-0549, C03,C08,,,,,,,
000501-00-0691, C03,,,,,,,,
000501-00-0837, C03,,,,,,,,
000901-00-0013, C03,C01,C08,C02,,,,,
000901-00-0057, C03,C06,C07,,,,,,
000901-00-0108, C03,C05,C02,,,,,,
000901-00-0125, C03,C08,C07,,,,,,
000901-00-0241, C03,C08,,,,,,,
000901-00-0267, C03,C06,C07,C05,,,,,
000901-00-0290, C03,C02,C08,C01,C04,,,,
000901-00-0344, C03,,,,,,,,
000901-00-0498, C03,,,,,,,,
000901-00-0552, C03,C07,C01,C02,C04,,,,
000901-00-0625, C03,C08,,,,,,,
000901-00-0702, C03,C08,C01,C02,,,,,
000901-00-0832, C03,C08,,,,,,,
000901-00-0883, C03,,,,,,,,
000901-00-0931, C03,,,,,,,,
000901-00-0940, C03,,,,,,,,
000901-00-0968, C03,,,,,,,,
000901-00-0998, C03,C06,,,,,,,
000901-00-1091, C03,,,,,,,,
000901-00-1157, C03,C08,,,,,,,
000901-00-1195, C03,C01,C07,,,,,,
000901-00-1311, C03,C05,C06,C07,,,,,
000901-00-1336, C03,C01,C06,C08,,,,,
000901-00-1442, C03,C07,C01,C05,C04,C02,,,
000901-00-1445, C03,C08,C01,,,,,,
000901-00-1454, C03,C07,C01,C02,C04,,,,
000901-00-1466, C03,C05,C02,,,,,,
000901-00-1486, C03,C06,C07,C04,,,,,
000901-00-1511, C03,C07,C04,C05,C06,,,,
000901-00-1633, C03,C08,,,,,,,
000901-00-1636, C03,C05,C07,C02,C08,,,,
000901-00-1640, C03,C01,C08,,,,,,
000901-00-1646, C03,C08,C01,,,,,,
000901-00-1743, C03,C01,,,,,,,
000901-00-1749, C03,C08,,,,,,,
000901-00-0156, C03,C07,C05,,,,,,
000102-00-0032, C03,,,,,,,,
000102-00-0053, C03,C05,C04,,,,,,
000102-00-0130, C03,C02,C05,,,,,,
000102-00-0430, C03,,,,,,,,
000102-00-0432, C03,,,,,,,,
000102-00-0478, C03,C07,,,,,,,
000102-00-0537, C03,,,,,,,,
000102-00-0820, C03,C08,C04,C07,,,,,
000102-00-0924, C03,C01,C08,,,,,,
000102-00-0937, C03,,,,,,,,
000102-00-0953, C03,C07,C02,,,,,,
000903-00-0024, C03,,,,,,,,
000903-00-0130, C03,C04,C07,C05,,,,,
000903-00-0172, C03,C07,C01,C02,,,,,
000903-00-0265, C03,,,,,,,,
000903-00-0314, C03,C06,C08,,,,,,
000903-00-0573, C03,C01,C07,C06,C05,,,,
000903-00-0588, C03,C08,C01,,,,,,
000903-00-0611, C03,C02,C07,C01,C04,,,,
000903-00-0943, C03,C08,C07,C05,C01,,,,
000903-00-0948, C03,C02,C06,C07,C01,,,,
000903-00-0969, C03,C08,,,,,,,
000903-00-0975, C03,C02,C08,,,,,,
000903-00-0981, C03,C01,C08,,,,,,
000903-00-0997, C03,C05,C08,,,,,,
000903-00-1000, C03,C01,C08,,,,,,
000903-00-1017, C03,C04,C07,,,,,,
000903-00-1019, C03,C01,C07,,,,,,
000903-00-1034, C03,C07,,,,,,,
000903-00-1037, C03,,,,,,,,
000903-00-1064, C03,C01,C05,C06,C07,,,,
000903-00-1078, C03,,,,,,,,
000903-00-1103, C03,C08,C04,C01,C05,,,,
000903-00-1337, C03,C07,C01,C02,C04,,,,
000903-00-1397, C03,C05,C08,,,,,,
000903-00-1400, C03,C08,,,,,,,
000903-00-0147, C03,C08=C09,,,,,,,
000903-00-0158, C03,C05,C08,C02,C06,,,,
000903-00-0168, C03,,,,,,,,
000903-00-0202, C03,,,,,,,,
000903-00-0217, C03,,,,,,,,
000401-00-0010, C03,C07,C08,,,,,,
000401-00-0036, C03,C08,,,,,,,
000401-00-0049, C03,C05,C07,C08,C01,,,,
000401-00-0094, C03,C07,C05,C01,,,,,
000401-00-0182, C03,C07,C06,C05,C01,,,,
000401-00-0312, C03,C05,C08,C02,C01,C04,,,
000401-00-0395, C03,C01,C06,C05,C07,,,,
000401-00-0425, C03,C08,C01,C06,,,,,
000401-00-0568, C03,C01,C07,C06,C05,,,,
000401-00-0648, C03,C06,,,,,,,
000401-00-0921, C03,C05,C07,C01,C06,,,,
000401-00-0979, C03,C06,C01,C07,,,,,
000401-00-1016, C03,,,,,,,,
000401-00-1059, C03,C07,C01,,,,,,
000401-00-1066, C03,C08,C01,,,,,,
000401-00-0056, C03,WI01,,,,,,,
000103-00-0021, C03,,,,,,,,
000103-00-0062, C03,C08,,,,,,,
000103-00-0101, C03,C08,C07,C06,,,,,
000103-00-0108, C03,,,,,,,,
000103-00-0116, C03,C07,C08,,,,,,
000103-00-0120, C03,C08,C01,,,,,,
000103-00-0204, C03,C05,,,,,,,
000103-00-0428, C03,C05,C07,,,,,,
000103-00-0460, C03,C04,C05,C06,C01,,,,
000103-00-0469, C03,C07,C06,C04,,,,,
000103-00-0515, C03,C06,C05,C02,C07,C04,,,
000103-00-0519, C03,C02,C04,C05,C07,,,,
000103-00-0539, C03,C07,C01,,,,,,
000103-00-0571, C03,C07,C05,,,,,,
000103-00-0602, C03,C08,,,,,,,
000103-00-0626, C03,C01,C06,C08,,,,,
000103-00-0655, C03,,,,,,,,
000103-00-0949, C03,C07,C04,C08,,,,,
000103-00-0990, C03,C08,,,,,,,
000902-00-0043, C03,C08,,,,,,,
000902-00-0053, C03,C08,C01,,,,,,
000902-00-0142, C03,C08,,,,,,,
000902-00-0147, C03,,,,,,,,
000902-00-0237, C03,C05,,,,,,,
000902-00-0241, C03,C02,C01,C05,C07,,,,
000902-00-0245, C03,C08,C07,,,,,,
000902-00-0322, C03,C08,,,,,,,
000902-00-0382, C03,C08,C01,C02,,,,,
000902-00-0440, C03,C08,C07,,,,,,
000902-00-0463, C03,C02,C08,,,,,,
000902-00-0518, C03,C07,C08,,,,,,
000902-00-0590, C03,C02,C04,C08,,,,,
000902-00-0671, C03,C07,C08,,,,,,
000902-00-0709, C03,C01,,,,,,,
000902-00-0723, C03,C04,,,,,,,
000902-00-0724, C03,,,,,,,,
000902-00-0735, C03,C08,C01,C05,,,,,
000902-00-0739, C03,C08,C01,C05,,,,,
000902-00-0850, C03,C01,C07,C08,,,,,
000902-00-0869, C03,C08,,,,,,,
000902-00-0872, C03,C02,C01,C08,C07,,,,
000902-00-0880, C03,,,,,,,,
000902-00-0898, C03,C07,,,,,,,
000902-00-0899, C03,C05,C01,,,,,,
000902-00-0953, C03,C05,C01,,,,,,
000902-00-0991, C03,C02,,,,,,,
000902-00-1000, C03,C02,C04,,,,,,
000902-00-1034, C03,C07,C08,,,,,,
000902-00-1080, C03,C08,C07,C02,,,,,
000902-00-1155, C03,C02,C04,,,,,,
000902-00-1170, C03,C08,,,,,,,
000902-00-1212, C03,C02,C05,C08,,,,,
000902-00-1215, C03,C08,,,,,,,
000902-00-1233, C03,C08,C07,C01,,,,,
000902-00-1367, C03,C08,C04,C07,C01,,,,
000902-00-1370, C03,C08,C04,C07,C01,,,,
000902-00-1375, C03,C01,C07,C08,,,,,
000902-00-1381, C03,C08,,,,,,,
000902-00-1411, C03,C04,C02,,,,,,
000902-00-1462, C03,C02,,,,,,,
000902-00-1512, C03,C08,C01,,,,,,
000902-00-1536, C03,C08,,,,,,,
000902-00-1558, C03,,,,,,,,
000902-00-1564, C03,C01,C06,C08,C04,,,,
000902-00-1610, C03,C08,,,,,,,
000902-00-1634, C03,C07,,,,,,,
000902-00-0053, C02=C04=C05,C03,,,,,,,
000803-00-0050, C03,,,,,,,,
000803-00-0066, C03,C05,C06,,,,,,
000803-00-0099, C03,,,,,,,,
000803-00-0146, C03,,,,,,,,
000803-00-0227, C03,C04,,,,,,,
000803-00-0050, C03,C05,C06,C07,,,,,
000202-00-0062, C03,C07,C01,,,,,,
000201-00-0033, C03,C04,C07,C08,C01,,,,
000201-00-0104, C03,C08,C02,C04,,,,,
000201-00-0241, C03,C08,,,,,,,
000201-00-0335, C03,,,,,,,,
000201-00-0381, C03,C01,C07,,,,,,
000201-00-0396, C03,,,,,,,,
000201-00-0407, C03,C08,,,,,,,
000201-00-0419, C03,,,,,,,,
000201-00-0482, C03,C02,,,,,,,
000201-00-0525, C03,C07,C01,,,,,,
000201-00-0843, C03,C07,C05,C01,C04,,,,
000201-00-0850, C03,C07,C02,,,,,,
000201-00-0888, C03,C07,C06,C01,,,,,
000201-00-0918, C03,C05,C06,C07,C01,,,,
000201-00-0950, C03,,,,,,,,
000201-00-0984, C03,C08,C07,C01,,,,,
000701-00-0020, C03,C01,C06,C05,,,,,
000701-00-0042, C03,C08,,,,,,,
000701-00-0050, C03,C08,C02,C06,,,,,
000701-00-0068, C03,C01,C08,C07,,,,,
000701-00-0121, C03,C07,,,,,,,
000701-00-0318, C03,C07,,,,,,,
000701-00-0330, C03,C07,C01,C05,,,,,
000701-00-0348, C03,C01,C07,C06,,,,,
000701-00-0353, C03,C08,,,,,,,
000701-00-0404, C03,C08,,,,,,,
000701-00-0487, C03,C07,C02,C08,,,,,
000701-00-0605, C03,C01,C02,,,,,,
000701-00-0683, C03,C01,,,,,,,
000701-00-0688, C03,C07,C04,,,,,,
000701-00-0694, C03,C08,,,,,,,
000701-00-0714, C03,C07,C08,C01,,,,,
000701-00-0756, C03,C08,,,,,,,
000701-00-0773, C03,C07,,,,,,,
000701-00-0981, C03,C04,C07,,,,,,
000701-00-1081, C03,C08,C02,C06,,,,,
000701-00-1125, C03,C08,,,,,,,
000701-00-1191, C03,C08,C07,,,,,,
000503-00-0217, C03,C05,C06,C07,C01,,,,
000503-00-0227, C03,C07,,,,,,,
000503-00-0276, C03,C05,C07,C01,,,,,
000503-00-0302, C03,,,,,,,,
000503-00-0309, C03,C07,C01,C02,C04,,,,
000503-00-0315, C03,C01,C07,,,,,,
000503-00-0348, C03,C08,C07,,,,,,
000503-00-0402, C03,C06,C01,C08,C05,,,,
000503-00-0433, C03,,,,,,,,
000503-00-0521, C03,C08,C07,C01,C04,,,,
000503-00-0542, C03,C06,C04,,,,,,
000503-00-0566, C03,C02,,,,,,,
000503-00-0695, C03,C07,C04,C08,C05,C02,,,
000503-00-0702, C03,C04,C02,C06,,,,,
000503-00-0714, C03,C08,,,,,,,
000503-00-0860, C03,C05,C06,C07,C01,,,,
000503-00-0879, C03,C07,C01,,,,,,
000503-00-0051, C03,C05,C08,WI01,,,,,
000801-00-0031, C03,C02,,,,,,,
000801-00-0039, C03,C02,C08,C07,C01,,,,
000801-00-0251, C03,C08,C04,,,,,,
000801-00-0260, C03,C06,C02,C05,C07,C01,,,
000801-00-0328, C03,,,,,,,,
000801-00-0355, C03,C08,C01,C04,C07,,,,
000801-00-0445, C03,C07,C08,,,,,,
000801-00-0565, C03,C07,C08,,,,,,
000801-00-0591, C03,C07,C08,C04,,,,,
000801-00-0594, C03,C05,C06,C01,,,,,
000801-00-0651, C03,,,,,,,,
000304-00-0033, C03,,,,,,,,
000304-00-0054, C03,C08,C04,,,,,,
000304-00-0209, C03,C04,C07,,,,,,
000304-00-0298, C03,,,,,,,,
000304-00-0378, C03,C08,C06,,,,,,
000304-00-0390, C03,C01,C07,,,,,,
000303-00-0093, C03,C08,,,,,,,
000303-00-0113, C03,C01,C08,,,,,,
000303-00-0170, C03,C07,C08,C05,C06,C01,,,
000303-00-0178, C03,,,,,,,,
000303-00-0233, C03,C07,C08,,,,,,
000303-00-0329, C03,C04,,,,,,,
000303-00-0435, C03,,,,,,,,
000303-00-0532, C03,C07,C06,C08,,,,,
000303-00-0608, C03,C04,C01,C07,C05,C06,C08,C09,C02
000303-00-0719, C03,C08,C05,C04,C06,C09,C01,C07,C02
000303-00-0784, C03,C07,C08,,,,,,
000303-00-0798, C03,C01,C08,C07,C09,C04,,,
000303-00-0863, C03,C08,C07,,,,,,
001102-00-0035, C03,C08,C09,,,,,,
001102-00-0054, C03,C01,C08,C05,C07,C06,C04,,
001102-00-0060, C03,,,,,,,,
001102-00-0066, C03,C08,C09,C01,C04,C07,,,
001102-00-0070, C03,C02,C09,,,,,,
001102-00-0073, C03,C08,C07,C01,C04,,,,
001102-00-0077, C03,C01,,,,,,,
001102-00-0092, C03,C07,C09,,,,,,
001102-00-0098, C03,C08,,,,,,,
001102-00-0113, C03,C07,C08,C01,,,,,
001102-00-0120, C03,C04,C08,C09,C07,C06,C05,,
001102-00-0121, C03,,,,,,,,
001102-00-0123, C03,C01,C05,C06,C07,,,,
001102-00-0147, C03,C09,C08,,,,,,
001102-00-0154, C03,C08,,,,,,,
001102-00-0159, C03,C09,,,,,,,
001102-00-0162, C03,C09,,,,,,,
001102-00-0178, C03,C05,C01,,,,,,
001102-00-0183, C03,C08,C09,C07,C04,,,,
001102-00-0198, C03,C08,,,,,,,
001102-00-0201, C03,C02,C01,,,,,,
001102-00-0205, C03,C08,C09,,,,,,
001102-00-0209, C03,,,,,,,,
001102-00-0212, C03,,,,,,,,
001102-00-0214, C03,C05,C02,C01,,,,,
001102-00-0217, C03,C08,,,,,,,
001102-00-0224, C03,C07,C06,,,,,,
001102-00-0232, C03,C08,,,,,,,
001102-00-0238, C03,C01,C07,,,,,,
001102-00-0251, C03,C09,C02,C04,,,,,
001102-00-0283, C03,C08,C01,C09,,,,,
001102-00-0297, C03,C08,C02,,,,,,
001102-00-0306, C03,C01,,,,,,,
001102-00-0334, C03,C07,C08,,,,,,
001102-00-0340, C03,C09,C01,C04,C05,,,,
001102-00-0352, C03,C06,C08,C07,C04,C09,,,
001102-00-0386, C03,C04,C08,C09,,,,,
001102-00-0388, C03,C09,C08,C04,,,,,
001102-00-0390, C03,C08,,,,,,,
001102-00-0409, C03,C05,C06,C07,C01,,,,
001102-00-0488, C03,C08,C02,C04,C01,,,,
001102-00-0502, C03,C08,C01,C09,,,,,
001102-00-0504, C03,C02,C08,,,,,,
001102-00-0506, C03,C01,,,,,,,
001102-00-0516, C03,C01,C08,C04,,,,,
001102-00-0519, C03,C05,C08,,,,,,
001102-00-0542, C03,C08,C09,C01,C02,,,,
001102-00-0592, C03,C09,C04,C08,,,,,
001102-00-0610, C03,C07,C08,,,,,,
001102-00-0614, C03,C08,C01,,,,,,
001102-00-0616, C03,C04,C07,,,,,,
001102-00-0617, C03,C02,C01,C09,C04,,,,
001102-00-0626, C03,C01,C09,,,,,,
001102-00-0650, C03,C08,C09,,,,,,
001102-00-0661, C03,C08,C02,C05,C01,,,,
001102-00-0666, C03,C01,,,,,,,
001102-00-0677, C03,,,,,,,,
001102-00-0681, C03,C08,,,,,,,
001102-00-0683, C03,,,,,,,,
001102-00-0694, C03,C02,C04,C06,C07,,,,
001102-00-0709, C03,C04,C09,C08,,,,,
001102-00-0714, C03,C01,C09,C08,C04,C07,,,
001102-00-0725, C03,C05,C01,C08,C02,C04,C09,C07,
001102-00-0764, C03,C02,C01,,,,,,
001102-00-0774, C03,C01,C07,C05,,,,,
001102-00-0785, C03,C01,C09,C02,C07,C08,,,
001102-00-0796, C03,C01,C09,C02,C07,C08,,,
001102-00-0804, C03,C01,C02,,,,,,
001102-00-0811, C03,C01,C09,C02,C08,,,,
001102-00-0826, C03,C08,C01,,,,,,
001102-00-0830, C03,C01,C08,C09,,,,,
001102-00-0846, C03,C02,C01,C08,C07,C04,C05,,
001102-00-0847, C03,,,,,,,,
001102-00-0849, C03,C02,C01,,,,,,
001102-00-0871, C03,,,,,,,,
001102-00-0882, C03,C09,C08,C04,C01,,,,
001102-00-0887, C03,,,,,,,,
001102-00-0900, C03,C07,,,,,,,
001102-00-0903, C03,,,,,,,,
001102-00-0925, C03,C08,,,,,,,
001102-00-0927, C03,C01,C06,C04,,,,,
001102-00-0939, C03,C04,C07,C02,C06,C01,C08,C05,C09
001102-00-0949, C03,,,,,,,,
001102-00-0954, C03,C09,C04,,,,,,
001102-00-0955, C03,C07,C05,C04,C08,C01,C06,C09,C02
001102-00-0967, C03,C05,C08,C02,C04,C09,,,
001102-00-0973, C03,C08,C09,,,,,,
001102-00-0994, C03,C04,C09,C06,C01,C08,C05,C02,C07
001102-00-1000, C03,C02,C08,,,,,,
001102-00-1005, C03,C05,C08,,,,,,
001102-00-1009, C03,C08,C06,C07,C02,C01,C09,C05,C04
001102-00-1020, C03,C04,C09,C08,,,,,
001102-00-1059, C03,C02,C09,,,,,,
001102-00-1097, C03,C08,C09,C02,C04,,,,
001102-00-1105, C03,C08,C07,C02,C04,C01,,,
001102-00-1109, C03,C09,C08,C06,C04,C02,,,
001102-00-1113, C03,C01,C05,C08,C02,,,,
001102-00-1115, C03,,,,,,,,
001102-00-1121, C03,C08,C09,C04,C02,,,,
001102-00-1133, C03,C08,,,,,,,
001102-00-1143, C03,C08,,,,,,,
001102-00-1157, C03,C02,,,,,,,
001102-00-1162, C03,C08,C05,C02,,,,,
001102-00-1175, C03,C09,C08,,,,,,
001102-00-1194, C03,C07,C01,,,,,,
001102-00-1202, C03,C07,C02,,,,,,
001102-00-1221, C03,C04,C08,C09,,,,,
001102-00-1232, C03,,,,,,,,
001102-00-1237, C03,C01,C05,C06,C07,C08,C09,C02,C04
001102-00-1238, C03,C08,,,,,,,
001102-00-1241, C03,C09,C02,C08,,,,,
001102-00-1244, C03,C09,C08,C02,C04,C05,,,
001102-00-1248, C03,C01,,,,,,,
001102-00-1256, C03,C08,,,,,,,
001102-00-1259, C03,C08,C09,C02,C04,C05,,,
001102-00-1262, C03,C08,C02,C09,,,,,
001102-00-1272, C03,C08,,,,,,,
001102-00-1301, C03,C08,C02,C09,C04,,,,
001102-00-1308, C03,C05,C08,C01,C09,C06,,,
001102-00-1323, C03,C07,C08,C01,C09,,,,
001102-00-1325, C03,C07,C01,C08,C05,C09,,,
001102-00-1350, C03,C02,C09,,,,,,
001102-00-1356, C03,C08,C04,C09,,,,,
001102-00-1363, C03,C02,C05,C07,,,,,
001102-00-1370, C03,C04,C05,,,,,,
001102-00-1373, C03,C01,C08,C02,C09,,,,
001102-00-1375, C03,C02,,,,,,,
001102-00-1384, C03,,,,,,,,
001102-00-1387, C03,C05,C02,C08,,,,,
001102-00-1396, C03,,,,,,,,
001102-00-1427, C03,C09,C04,C02,C08,C01,,,
001102-00-1428, C03,C05,C06,,,,,,
001102-00-1436, C03,C01,C08,C07,C04,,,,
001102-00-1446, C03,C04,C08,C02,,,,,
001102-00-1499, C03,C02,,,,,,,
001102-00-1507, C03,C04,C02,,,,,,
001102-00-1509, C03,C01,C08,,,,,,
001102-00-1519, C03,C04,C08,C05,,,,,
001102-00-1523, C03,C09,C02,,,,,,
001102-00-1542, C03,C06,C08,C07,C04,C09,,,
001102-00-1551, C03,C08,C09,,,,,,
001102-00-1562, C03,C05,C01,C07,C06,C08,C04,C09,C02
001102-00-1599, C03,C08,C01,C07,,,,,
001102-00-1614, C03,C08,C02,,,,,,
001102-00-1648, C03,C02,C08,,,,,,
001102-00-1665, C03,C08,C01,C09,C06,C05,,,
001102-00-0080, C03,WI01,WI03,,,,,,
001102-00-0081, C03,C08,C02,C04,C01,,,,
001102-00-0085, C03,C08,C02,C06,,,,,
001102-00-0098, C03,C02,C04,C08,C05,,,,
001102-00-0107, C03,C08,C09,C05,C04,C01,,,
001002-00-0005, C03,C02,,,,,,,
001002-00-0044, C03,C08,C05,C02,C06,,,,
001002-00-0049, C03,C02,C01,,,,,,
001002-00-0061, C03,C07,C05,,,,,,
001002-00-0086, C03,C08,C07,C02,C09,,,,
001002-00-0098, C03,,,,,,,,
001002-00-0105, C03,C08,,,,,,,
001002-00-0114, C03,,,,,,,,
001002-00-0123, C03,C08,C05,C07,C09,C01,,,
001002-00-0128, C03,C08,,,,,,,
001002-00-0133, C03,C09,C08,C01,C04,C02,,,
001002-00-0144, C03,C08,C05,,,,,,
001002-00-0156, C03,,,,,,,,
001002-00-0172, C03,C08,,,,,,,
001002-00-0174, C03,C08,C09,,,,,,
001002-00-0178, C03,C08,C05,C02,C06,,,,
001002-00-0198, C03,C08,C05,,,,,,
001002-00-0213, C03,C07,C01,,,,,,
001002-00-0223, C03,C05,C07,,,,,,
001002-00-0236, C03,C08,C01,C09,C06,C05,,,
001002-00-0237, C03,C02,C07,C08,C09,C04,,,
001002-00-0257, C03,C08,C05,C02,C07,,,,
001002-00-0288, C03,C09,C06,C08,C07,C01,,,
001002-00-0321, C03,C02,C01,C07,C04,C08,,,
001002-00-0329, C03,C01,C08,C09,,,,,
001002-00-0354, C03,C08,C05,C01,,,,,
001002-00-0364, C03,C08,C05,C01,,,,,
001002-00-0409, C03,C08,C07,C04,C09,C01,C06,C05,C02
001002-00-0426, C03,,,,,,,,
001002-00-0442, C03,C07,C01,C06,,,,,
001002-00-0472, C03,C01,C08,,,,,,
001002-00-0500, C03,C08,C02,C01,C04,C09,,,
001002-00-0508, C03,C08,C05,C01,C07,,,,
001002-00-0511, C03,C01,C08,C09,C02,C04,,,
001002-00-0543, C03,C08,C01,,,,,,
001002-00-0551, C03,C07,C01,C08,C09,C04,,,
001002-00-0635, C03,C09,C01,C08,C04,C02,,,
001002-00-0653, C03,C02,C04,,,,,,
001002-00-0664, C03,C08,C05,C02,C04,C06,,,
001002-00-0669, C03,C08,,,,,,,
001002-00-0675, C03,C08,C07,C05,C06,,,,
001002-00-0687, C03,,,,,,,,
001002-00-0735, C03,C01,C02,,,,,,
001002-00-0757, C03,C08,C04,C05,C07,C01,C06,,
001002-00-0781, C03,,,,,,,,
001002-00-0793, C03,C01,C08,,,,,,
001002-00-0838, C03,C08,C07,C06,C01,C05,C09,C04,C02
001002-00-0841, C03,C01,C08,,,,,,
001002-00-0843, C03,C08,C07,C01,,,,,
001002-00-0860, C03,C08,,,,,,,
001002-00-0913, C03,C02,C04,C01,C09,,,,
001002-00-0916, C03,C08,C07,,,,,,
001002-00-0927, C03,C08,C07,C01,C02,C05,C09,C06,C04
001002-00-0978, C03,,,,,,,,
001002-00-1006, C03,C01,C08,C09,,,,,
001002-00-1008, C03,C01,C07,C08,C09,C04,C02,C06,C05
001002-00-1018, C03,C05,C07,,,,,,
001002-00-1030, C03,C01,C08,,,,,,
001002-00-1065, C03,C01,C08,C06,,,,,
001002-00-1082, C03,C01,C08,,,,,,
001002-00-1086, C03,C09,C04,,,,,,
