ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice
000903-00-0311,C04,C02,C06,C21,C22,C23,C16,C08,C01,,,,,,,,,,,,,,
000903-00-0312,C08,C15,,,,,,,,,,,,,,,,,,,,,
000903-00-0314,C08,C12,C15,C16,C17,C18,C19,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C09,C10,C11,C13,C14
000903-00-0316,C01,C02,C04,C08,C14,,,,,,,,,,,,,,,,,,
000903-00-0318,C08,C03,C15,C19,C12,,,,,,,,,,,,,,,,,,
000903-00-0320,C19,C01,,,,,,,,,,,,,,,,,,,,,
000903-00-0323,C19,C08,C12,C01,C03,C15,,,,,,,,,,,,,,,,,
000903-00-0324,C06,C23,C14,C22,C10,,,,,,,,,,,,,,,,,,
000903-00-0327,C15,C12,C14,C03,,,,,,,,,,,,,,,,,,,
000903-00-0328,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0330,C12,C13,C21,C03,,,,,,,,,,,,,,,,,,,
000903-00-0332,C19,C03,C15,C08,,,,,,,,,,,,,,,,,,,
000903-00-0334,C03,C15,C18,C13,C11,C07,C19,C21,C04,C05,C23,C17,C08,C09,C16,C06,C01,,,,,,
000903-00-0336,C10,,,,,,,,,,,,,,,,,,,,,,
000903-00-0337,C08,C12,C03,C10,C14,C15,C19,C20,C01,C07,C21,C17,C02,C11,C13,C16,C18,C22,C04,C05,C09,C06,C23
000903-00-0341,C08,C19,C15,C03,C12,C01,C22,C10,C14,C04,,,,,,,,,,,,,
000903-00-0343,C03,C22,C10,C08,C19,C12,C01,C15,,,,,,,,,,,,,,,
000903-00-0344,C03,C01,C22,C19,C14,C12,C21,C07,,,,,,,,,,,,,,,
000903-00-0345,C12,C19,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0347,C19,C03,C22,C14,C02,C04,C08,,,,,,,,,,,,,,,,
000903-00-0349,C21,C14,C06,C22,C02,C08,C03,,,,,,,,,,,,,,,,
000903-00-0351,C05,C09,C16,C18,C23,C22,C04,C06,C08,,,,,,,,,,,,,,
000903-00-0353,C03,C22,C06,C14,C07,C16,C19,C21,C18,,,,,,,,,,,,,,
000903-00-0355,C08,C21,C02,C04,C14,C06,C22,C01,C12,C10,C13,C17,C11,C18,,,,,,,,,
000903-00-0357,C14,C22,C06,C21,,,,,,,,,,,,,,,,,,,
000903-00-0360,C14,C21,C08,C02,C10,C22,,,,,,,,,,,,,,,,,
000903-00-0361,C03,C10,C19,C12,C14,C15,C20,C01,C02,C11,C13,C16,C17,C09,C18,C08,C21,C07,C22,C06,C23,C04,C05
000903-00-0363,C03,C21,C08,,,,,,,,,,,,,,,,,,,,
000903-00-0365,C08,C12,C03,C14,C11,C19,C16,C21,,,,,,,,,,,,,,,
000903-00-0367,C13,C20,C15,,,,,,,,,,,,,,,,,,,,
000903-00-0369,C12,C15,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0371,C12,C15,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0375,C08,C03,C01,C19,,,,,,,,,,,,,,,,,,,
000903-00-0376,C12,C14,C03,C10,C02,C04,C05,C06,C07,C08,C09,C11,C13,C15,C16,C17,C18,C19,C20,C21,C22,C23,C01
000903-00-0378,C08,C14,C04,C02,C22,,,,,,,,,,,,,,,,,,
000903-00-0379,C22,C06,C14,C04,C08,C02,C23,C11,C21,C13,C07,,,,,,,,,,,,
000903-00-0382,C08,C12,C14,,,,,,,,,,,,,,,,,,,,
000903-00-0385,C08,,,,,,,,,,,,,,,,,,,,,,
000903-00-0386,C01,C15,C12,C20,C13,C22,,,,,,,,,,,,,,,,,
000903-00-0387,C15,C10,C12,C01,,,,,,,,,,,,,,,,,,,
000903-00-0389,C15,C03,C10,C12,C01,C14,C08,C06,C20,,,,,,,,,,,,,,
000903-00-0391,C02,C04,C08,C14,C22,C12,C15,C01,C03,C10,,,,,,,,,,,,,
000903-00-0393,C13,C12,,,,,,,,,,,,,,,,,,,,,
000903-00-0395,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,
000903-00-0396,C12,C13,C20,C15,,,,,,,,,,,,,,,,,,,
000903-00-0397,C22,C08,C14,C04,C02,C21,C19,C16,C03,,,,,,,,,,,,,,
000903-00-0399,C19,C12,C20,C03,,,,,,,,,,,,,,,,,,,
000903-00-0402,C12,C01,C03,C20,C19,C15,C10,,,,,,,,,,,,,,,,
000903-00-0404,C14,C08,C21,C02,C10,C04,C22,,,,,,,,,,,,,,,,
000903-00-0407,C02,C14,C15,C21,C08,C06,,,,,,,,,,,,,,,,,
000903-00-0409,C08,C19,C05,C21,C14,,,,,,,,,,,,,,,,,,
000903-00-0412,C19,C01,C12,C21,,,,,,,,,,,,,,,,,,,
000903-00-0413,C08,C22,C14,C02,C04,C01,C06,C21,C13,C03,C19,,,,,,,,,,,,
000903-00-0415,C10,C14,C15,C08,C03,,,,,,,,,,,,,,,,,,
000903-00-0416,C12,C13,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0418,C08,C15,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0420,C12,C19,C02,,,,,,,,,,,,,,,,,,,,
000903-00-0422,C12,C08,,,,,,,,,,,,,,,,,,,,,
000903-00-0424,C03,C08,C14,C15,C12,,,,,,,,,,,,,,,,,,
000903-00-0426,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,
000903-00-0429,C08,C14,C02,C04,C22,,,,,,,,,,,,,,,,,,
000903-00-0430,C12,C20,C10,C19,C01,C15,C03,C13,,,,,,,,,,,,,,,
000903-00-0432,C12,C20,C03,C15,,,,,,,,,,,,,,,,,,,
000903-00-0435,C10,C12,C15,C03,C19,C20,C14,C01,C02,,,,,,,,,,,,,,
000903-00-0436,C12,C03,C19,C08,C13,C21,C10,C01,C15,,,,,,,,,,,,,,
000903-00-0438,C03,C10,C19,C12,,,,,,,,,,,,,,,,,,,
000903-00-0440,C12,C15,C19,C03,C10,C01,,,,,,,,,,,,,,,,,
000903-00-0443,C12,C13,C15,C16,C17,C19,C18,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,
000903-00-0446,C02,C15,C10,C19,C03,C21,C08,C14,C20,,,,,,,,,,,,,,
000903-00-0447,C21,C03,C08,C10,C12,C15,C01,C14,C02,,,,,,,,,,,,,,
000903-00-0450,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
000903-00-0452,C03,C12,C01,C15,C19,C06,C10,C22,C14,,,,,,,,,,,,,,
000903-00-0453,C12,C01,C20,C10,C19,C15,C03,C09,C18,C07,C16,C14,C13,C08,C06,C05,C04,C02,C23,C22,C21,C11,C17
000903-00-0454,C20,C12,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0456,C14,C12,C01,C19,C22,C03,C06,,,,,,,,,,,,,,,,
000903-00-0458,C12,C13,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0461,C15,C03,C19,C01,C12,C17,C08,,,,,,,,,,,,,,,,
000903-00-0463,C13,C12,C03,,,,,,,,,,,,,,,,,,,,
000903-00-0464,C21,C08,C06,,,,,,,,,,,,,,,,,,,,
000903-00-0465,C12,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0467,C12,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0469,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0472,C10,C14,,,,,,,,,,,,,,,,,,,,,
000903-00-0476,C08,C02,C14,C21,C03,C06,C15,C22,C19,,,,,,,,,,,,,,
000903-00-0477,C08,C02,C03,C04,C21,C14,C15,C22,C06,,,,,,,,,,,,,,
000903-00-0479,C12,C15,C03,C10,C14,C22,C02,C19,C20,C01,C17,,,,,,,,,,,,
000903-00-0482,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C22,C23,
000903-00-0483,C14,C02,C06,C04,C22,C08,,,,,,,,,,,,,,,,,
000903-00-0485,C01,C10,C21,C15,,,,,,,,,,,,,,,,,,,
000903-00-0487,C01,C10,C21,,,,,,,,,,,,,,,,,,,,
000903-00-0490,C12,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0492,C15,C19,C12,C01,C03,C06,C10,C20,,,,,,,,,,,,,,,
000903-00-0494,C12,C10,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0496,C12,C20,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0497,C01,C12,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0500,C12,C01,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0501,C08,C06,C14,C21,C04,C03,C01,,,,,,,,,,,,,,,,
000903-00-0504,C12,C06,C19,C22,C15,C20,,,,,,,,,,,,,,,,,
000903-00-0505,C12,C20,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0507,C07,,,,,,,,,,,,,,,,,,,,,,
000903-00-0510,C07,,,,,,,,,,,,,,,,,,,,,,
000903-00-0511,C12,C20,C15,C01,,,,,,,,,,,,,,,,,,,
000903-00-0515,C12,C20,C15,C01,,,,,,,,,,,,,,,,,,,
000903-00-0517,C21,C19,C15,C01,C03,C12,C20,C10,C04,,,,,,,,,,,,,,
000903-00-0520,C12,C20,C01,C15,,,,,,,,,,,,,,,,,,,
000903-00-0522,C12,C20,C01,C15,,,,,,,,,,,,,,,,,,,
000903-00-0524,C19,C08,C01,C03,C06,C15,C20,,,,,,,,,,,,,,,,
000903-00-0526,C12,C20,C03,,,,,,,,,,,,,,,,,,,,
000903-00-0528,C12,C20,,,,,,,,,,,,,,,,,,,,,
000903-00-0529,C12,C20,,,,,,,,,,,,,,,,,,,,,
000903-00-0531,C12,C20,C19,C15,C10,C01,C03,,,,,,,,,,,,,,,,
000903-00-0533,C12,C15,,,,,,,,,,,,,,,,,,,,,
000903-00-0535,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0536,C12,C13,C20,C03,,,,,,,,,,,,,,,,,,,
000903-00-0539,C12,C20,C10,C15,,,,,,,,,,,,,,,,,,,
000903-00-0540,C12,C02,,,,,,,,,,,,,,,,,,,,,
000903-00-0542,C12,C02,,,,,,,,,,,,,,,,,,,,,
000903-00-0544,C22,,,,,,,,,,,,,,,,,,,,,,
000903-00-0546,C08,C06,C03,C10,,,,,,,,,,,,,,,,,,,
000903-00-0548,C08,C22,C15,C18,C12,,,,,,,,,,,,,,,,,,
000903-00-0550,C15,,,,,,,,,,,,,,,,,,,,,,
000903-00-0552,C12,C20,C10,C03,C01,C15,C19,,,,,,,,,,,,,,,,
000903-00-0554,C12,C20,C03,C19,C13,C10,C01,C15,,,,,,,,,,,,,,,
000903-00-0556,C01,C23,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22
000903-00-0558,C08,C02,C21,C14,C10,C04,C22,,,,,,,,,,,,,,,,
000903-00-0560,C02,C03,C12,C13,,,,,,,,,,,,,,,,,,,
000903-00-0562,C12,C08,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0564,C14,C08,C02,C06,C04,,,,,,,,,,,,,,,,,,
000903-00-0566,C17,C18,C19,C20,C21,C22,C23,C01,C02,C03,C04,C05,C07,C06,C08,C09,C10,C11,C12,C13,C15,C16,C14
000903-00-0568,C03,C19,C10,C14,C12,C15,C01,C06,C08,C22,C21,,,,,,,,,,,,
000903-00-0570,C01,C03,C12,C15,C20,C19,C10,C21,,,,,,,,,,,,,,,
000903-00-0572,C03,C15,C19,C14,C10,,,,,,,,,,,,,,,,,,
000903-00-0574,C12,C10,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0577,C08,C03,C19,C10,C15,C12,,,,,,,,,,,,,,,,,
000903-00-0579,C13,C12,C20,C19,C03,C15,C10,C14,,,,,,,,,,,,,,,
000903-00-0580,C12,C15,C19,C04,C10,C20,,,,,,,,,,,,,,,,,
000903-00-0582,C12,C15,C10,C16,C17,C20,C08,,,,,,,,,,,,,,,,
000903-00-0585,C12,C13,C15,C19,C20,C03,,,,,,,,,,,,,,,,,
000903-00-0586,C10,,,,,,,,,,,,,,,,,,,,,,
000903-00-0588,C08,C02,C14,C04,C22,,,,,,,,,,,,,,,,,,
000903-00-0590,C08,C02,C04,C14,C06,C22,C12,C19,C15,C01,C21,C03,C10,,,,,,,,,,
000903-00-0591,C02,C04,C14,C01,C08,C22,,,,,,,,,,,,,,,,,
000903-00-0593,C14,C03,C12,C15,C19,,,,,,,,,,,,,,,,,,
000903-00-0596,C08,C03,C12,C19,,,,,,,,,,,,,,,,,,,
000903-00-0598,C20,C13,C12,C01,,,,,,,,,,,,,,,,,,,
000903-00-0601,C04,C03,C15,C10,C14,C06,C19,,,,,,,,,,,,,,,,
000903-00-0602,C08,C03,C12,C01,C19,,,,,,,,,,,,,,,,,,
000903-00-0603,C03,C01,C02,C09,C10,C11,C12,,,,,,,,,,,,,,,,
000903-00-0606,C19,C01,,,,,,,,,,,,,,,,,,,,,
000903-00-0607,C12,C13,C20,C08,C10,C15,,,,,,,,,,,,,,,,,
000903-00-0610,C12,C15,C19,C22,C03,C10,C13,C17,C08,,,,,,,,,,,,,,
000903-00-0612,C12,C20,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0613,C12,C13,C15,C19,C01,C02,C03,C08,C10,,,,,,,,,,,,,,
000903-00-0615,C15,C13,C03,C12,C02,,,,,,,,,,,,,,,,,,
000903-00-0617,C14,C16,C17,C22,C02,C15,C06,C19,,,,,,,,,,,,,,,
000903-00-0619,C12,C13,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0621,C20,C12,C13,C01,C19,C15,C08,C09,,,,,,,,,,,,,,,
000903-00-0624,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,
000903-00-0626,C04,C08,C11,C14,C15,C22,,,,,,,,,,,,,,,,,
000903-00-0628,C12,C20,C03,C19,C15,C10,C01,C13,,,,,,,,,,,,,,,
000903-00-0629,C11,C01,C22,C19,C15,C23,C04,C14,C10,,,,,,,,,,,,,,
000903-00-0630,C12,C13,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0634,C13,C20,C12,C10,C03,C15,C08,,,,,,,,,,,,,,,,
000903-00-0636,C15,,,,,,,,,,,,,,,,,,,,,,
000903-00-0637,C12,C15,C20,C13,C19,C03,C21,C10,,,,,,,,,,,,,,,
000903-00-0639,C08,C02,C21,,,,,,,,,,,,,,,,,,,,
000903-00-0641,C19,C03,C01,C12,C20,C08,C14,C10,C15,,,,,,,,,,,,,,
000903-00-0643,C01,C10,C22,C11,C08,C15,C12,C20,C13,C14,,,,,,,,,,,,,
000903-00-0645,C12,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0648,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0649,C12,C20,C15,C10,C01,C08,,,,,,,,,,,,,,,,,
000903-00-0652,C01,C22,C19,C20,C03,C23,C02,C04,C10,C12,C15,C17,C16,C09,C08,C07,C06,C05,C21,C18,C14,C13,C11
000903-00-0653,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0655,C12,C10,C02,C20,,,,,,,,,,,,,,,,,,,
000903-00-0658,C10,C13,C01,C03,C12,C15,C20,C19,C14,,,,,,,,,,,,,,
000903-00-0659,C08,C15,C14,C19,C20,C01,C02,C03,C10,C12,,,,,,,,,,,,,
000903-00-0661,C08,C02,C04,C14,,,,,,,,,,,,,,,,,,,
000903-00-0663,C15,C17,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0664,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,
000903-00-0665,C12,C08,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0667,C14,C19,C04,C15,C22,C02,C08,,,,,,,,,,,,,,,,
000903-00-0670,C12,C03,C13,C19,C20,,,,,,,,,,,,,,,,,,
000903-00-0671,C12,C13,C20,C19,,,,,,,,,,,,,,,,,,,
000903-00-0673,C19,C01,C12,C14,C20,,,,,,,,,,,,,,,,,,
000903-00-0674,C14,C10,C01,C02,C03,C06,C07,C04,C21,,,,,,,,,,,,,,
000903-00-0677,C10,C03,C08,C15,,,,,,,,,,,,,,,,,,,
000903-00-0679,C12,C01,C03,C08,C13,C21,C14,C19,C05,,,,,,,,,,,,,,
000903-00-0680,C13,C02,C19,C20,,,,,,,,,,,,,,,,,,,
000903-00-0682,C08,C02,C04,C14,C06,,,,,,,,,,,,,,,,,,
000903-00-0685,C13,,,,,,,,,,,,,,,,,,,,,,
000903-00-0686,C14,,,,,,,,,,,,,,,,,,,,,,
000903-00-0689,C04,C08,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0691,C20,C12,C13,C08,,,,,,,,,,,,,,,,,,,
000903-00-0693,C08,C14,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0695,C12,C19,C03,,,,,,,,,,,,,,,,,,,,
000903-00-0697,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0699,C10,C08,C22,C02,,,,,,,,,,,,,,,,,,,
000903-00-0702,C03,C04,C05,C06,C07,C08,C09,C11,C13,C16,C17,C18,C21,C22,C23,,,,,,,,
000903-00-0703,C12,C04,C05,C06,C07,C08,C09,C10,C11,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C01,C02,C03
000903-00-0705,C12,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C01
000903-00-0708,C21,C03,C20,C15,,,,,,,,,,,,,,,,,,,
000903-00-0710,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0711,C12,C13,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0713,C03,C15,C12,C19,C01,C10,C20,C06,C14,,,,,,,,,,,,,,
000903-00-0716,C08,C15,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0717,C12,C01,C11,,,,,,,,,,,,,,,,,,,,
000903-00-0718,C12,C13,C15,C20,C19,,,,,,,,,,,,,,,,,,
000903-00-0721,C12,C20,,,,,,,,,,,,,,,,,,,,,
000903-00-0722,C12,C20,C13,C01,,,,,,,,,,,,,,,,,,,
000903-00-0724,C12,C22,C11,C05,C07,C01,C19,C23,C03,,,,,,,,,,,,,,
000903-00-0727,C08,,,,,,,,,,,,,,,,,,,,,,
000903-00-0729,C03,C10,C12,C14,C01,C18,C08,C21,,,,,,,,,,,,,,,
000903-00-0730,C15,C08,C13,C03,C21,,,,,,,,,,,,,,,,,,
000903-00-0733,C02,C04,C08,C14,C22,C01,C21,,,,,,,,,,,,,,,,
000903-00-0736,C08,C15,C14,C12,,,,,,,,,,,,,,,,,,,
000903-00-0737,C14,C03,C04,C06,,,,,,,,,,,,,,,,,,,
000903-00-0739,C13,C20,C19,C05,C06,C07,C08,C12,C15,,,,,,,,,,,,,,
000903-00-0741,C10,C15,C03,C19,C01,C12,C20,,,,,,,,,,,,,,,,
000903-00-0742,C15,C01,C06,C10,C04,,,,,,,,,,,,,,,,,,
000903-00-0744,C13,C10,C15,C01,C12,C20,,,,,,,,,,,,,,,,,
000903-00-0748,C19,C03,C15,C12,,,,,,,,,,,,,,,,,,,
000903-00-0749,C12,C19,C20,C01,C22,C10,C15,C14,C02,C21,C08,C07,,,,,,,,,,,
000903-00-0751,C19,C20,C03,C02,C01,C15,C12,C10,C14,,,,,,,,,,,,,,
000903-00-0754,C01,C13,C14,,,,,,,,,,,,,,,,,,,,
000903-00-0755,C12,C10,C03,C15,,,,,,,,,,,,,,,,,,,
000903-00-0757,C19,C08,,,,,,,,,,,,,,,,,,,,,
000903-00-0760,C01,C12,C19,C20,C10,C02,,,,,,,,,,,,,,,,,
000903-00-0761,C08,C06,C04,C22,C14,,,,,,,,,,,,,,,,,,
000903-00-0763,C19,C13,C12,C11,C09,C05,,,,,,,,,,,,,,,,,
000903-00-0765,C15,C08,C09,,,,,,,,,,,,,,,,,,,,
000903-00-0767,C13,C12,C01,C20,,,,,,,,,,,,,,,,,,,
000903-00-0768,C03,C02,C01,,,,,,,,,,,,,,,,,,,,
000903-00-0771,C15,C09,C04,C06,C03,,,,,,,,,,,,,,,,,,
000903-00-0773,C08,C12,C15,C03,C07,C19,C14,,,,,,,,,,,,,,,,
000903-00-0774,C22,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0777,C19,C01,C12,C17,C03,C10,C20,C13,C14,C15,,,,,,,,,,,,,
000903-00-0778,C12,C01,C13,C15,C20,,,,,,,,,,,,,,,,,,
000903-00-0780,C01,C23,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0783,C14,C01,C22,C06,C03,C12,C15,C19,,,,,,,,,,,,,,,
000903-00-0784,C08,C10,C04,C21,C12,C15,C19,C01,C03,,,,,,,,,,,,,,
000903-00-0787,C10,C12,C15,C03,C19,C01,C20,,,,,,,,,,,,,,,,
000903-00-0789,C08,C15,C21,C14,C02,,,,,,,,,,,,,,,,,,
000903-00-0791,C04,C02,C08,C14,C22,,,,,,,,,,,,,,,,,,
000903-00-0793,C15,C02,C08,C14,C22,C19,,,,,,,,,,,,,,,,,
000903-00-0794,C12,C15,C08,C03,,,,,,,,,,,,,,,,,,,
000903-00-0796,C12,C15,C10,C08,,,,,,,,,,,,,,,,,,,
000903-00-0798,C12,C20,C15,C03,C22,,,,,,,,,,,,,,,,,,
000903-00-0800,C21,C03,C14,,,,,,,,,,,,,,,,,,,,
000903-00-0802,C12,C19,C15,C04,C20,C01,C10,,,,,,,,,,,,,,,,
000903-00-0805,C12,C20,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0807,C21,C03,C12,C22,C19,C08,C06,C05,C14,,,,,,,,,,,,,,
000903-00-0808,C08,C10,C12,C13,C14,C15,C19,C20,C01,C02,C03,C04,,,,,,,,,,,
000903-00-0809,C14,C22,C06,C08,C17,,,,,,,,,,,,,,,,,,
000903-00-0812,C03,C07,C12,C15,C19,C01,C10,C20,,,,,,,,,,,,,,,
000903-00-0814,C10,C04,C01,C08,C14,C22,,,,,,,,,,,,,,,,,
000903-00-0815,C11,C08,C04,C02,C14,C21,,,,,,,,,,,,,,,,,
000903-00-0817,C08,C04,C03,C15,C01,C21,,,,,,,,,,,,,,,,,
000903-00-0820,C20,,,,,,,,,,,,,,,,,,,,,,
000903-00-0823,C15,C12,C03,C08,C10,C17,C04,C06,C21,,,,,,,,,,,,,,
000903-00-0824,C01,C14,C03,C12,,,,,,,,,,,,,,,,,,,
000903-00-0826,C21,C08,C04,C22,C06,C02,,,,,,,,,,,,,,,,,
000903-00-0828,C01,C21,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0830,C03,C12,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0833,C03,C15,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0835,C12,C20,,,,,,,,,,,,,,,,,,,,,
000903-00-0838,C12,C19,C01,C02,C10,C14,C15,C16,C17,C18,C20,,,,,,,,,,,,
000903-00-0839,C12,C03,C20,C19,C15,C10,C14,,,,,,,,,,,,,,,,
000903-00-0841,C14,C13,C08,C09,C07,C16,C17,C06,C21,C22,C23,C04,C05,,,,,,,,,,
000903-00-0843,C10,C09,C11,,,,,,,,,,,,,,,,,,,,
000903-00-0846,C14,C22,C06,C21,C12,C03,,,,,,,,,,,,,,,,,
000903-00-0848,C08,C12,C02,C14,C04,C22,C10,C15,C19,C21,C20,,,,,,,,,,,,
000903-00-0850,C03,C04,C05,C06,,,,,,,,,,,,,,,,,,,
000903-00-0852,C13,C12,C20,C03,C02,C01,,,,,,,,,,,,,,,,,
000903-00-0853,C12,C20,C10,C19,C15,C01,,,,,,,,,,,,,,,,,
000903-00-0855,C12,C20,C10,C15,C19,C01,C03,,,,,,,,,,,,,,,,
000903-00-0859,C12,C03,C20,C19,C15,C10,C14,,,,,,,,,,,,,,,,
000903-00-0860,C20,C19,C22,C13,C12,C03,C02,C01,C09,C15,C05,,,,,,,,,,,,
000903-00-0861,C21,C08,C04,C02,,,,,,,,,,,,,,,,,,,
000903-00-0864,C08,C12,C15,C21,,,,,,,,,,,,,,,,,,,
000903-00-0866,C14,C02,C06,C04,,,,,,,,,,,,,,,,,,,
000903-00-0867,C03,C19,C06,C12,C21,,,,,,,,,,,,,,,,,,
000903-00-0869,C19,C23,,,,,,,,,,,,,,,,,,,,,
000903-00-0872,C19,C01,C10,C12,C14,C15,C08,C03,C02,,,,,,,,,,,,,,
000903-00-0875,C12,C15,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0876,C10,C15,C20,C21,C23,C14,C19,C03,C22,,,,,,,,,,,,,,
000903-00-0878,C12,C15,C13,C20,C09,C11,,,,,,,,,,,,,,,,,
000903-00-0880,C08,C14,C19,C22,C03,C05,,,,,,,,,,,,,,,,,
000903-00-0882,C19,C22,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0884,C02,C14,C04,C08,C01,C21,,,,,,,,,,,,,,,,,
000903-00-0887,C08,,,,,,,,,,,,,,,,,,,,,,
000903-00-0890,C06,C19,C01,C03,C12,C20,C21,,,,,,,,,,,,,,,,
000903-00-0893,C13,C22,C03,C12,,,,,,,,,,,,,,,,,,,
000903-00-0894,C17,C20,C04,C10,,,,,,,,,,,,,,,,,,,
000903-00-0897,C12,C13,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0898,C10,C14,C03,,,,,,,,,,,,,,,,,,,,
000903-00-0900,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0902,C08,C03,C04,C10,C01,C12,C19,C22,,,,,,,,,,,,,,,
000903-00-0904,C21,C08,C19,C04,C12,C06,C16,C11,C05,,,,,,,,,,,,,,
000903-00-0905,C01,C19,C12,C14,C18,C16,C02,,,,,,,,,,,,,,,,
000903-00-0907,C02,C08,C14,C01,,,,,,,,,,,,,,,,,,,
000903-00-0910,C21,C19,C12,C03,C08,C09,C10,C11,C06,,,,,,,,,,,,,,
000903-00-0912,C22,C05,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0914,C19,C03,C12,C10,C09,C08,C07,C15,,,,,,,,,,,,,,,
000903-00-0916,C13,C12,C20,C01,C03,,,,,,,,,,,,,,,,,,
000903-00-0918,C12,C03,C10,C08,,,,,,,,,,,,,,,,,,,
000903-00-0919,C12,C20,C13,C10,C15,C17,,,,,,,,,,,,,,,,,
000903-00-0922,C12,C03,C13,C15,C02,,,,,,,,,,,,,,,,,,
000903-00-0923,C15,C03,C21,,,,,,,,,,,,,,,,,,,,
000903-00-0926,C14,C21,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0927,C19,C03,C12,C15,C20,C10,C14,C01,C02,,,,,,,,,,,,,,
000903-00-0930,C12,C04,C08,C18,C07,,,,,,,,,,,,,,,,,,
000903-00-0931,C10,C19,C08,,,,,,,,,,,,,,,,,,,,
000903-00-0934,C12,C15,,,,,,,,,,,,,,,,,,,,,
000903-00-0935,C19,C20,C01,C02,C03,C12,C14,C15,,,,,,,,,,,,,,,
000903-00-0937,C21,C19,C03,C06,C10,,,,,,,,,,,,,,,,,,
000903-00-0939,C12,C13,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0941,C12,C13,C21,,,,,,,,,,,,,,,,,,,,
000903-00-0944,C01,C19,C08,C03,C06,C15,,,,,,,,,,,,,,,,,
000903-00-0945,C12,C02,C16,,,,,,,,,,,,,,,,,,,,
000903-00-0946,C03,C04,C15,C01,C14,C05,C07,,,,,,,,,,,,,,,,
000903-00-0948,C19,C14,C15,,,,,,,,,,,,,,,,,,,,
